id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de
1000,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,6,FALSE,1,298,298,5879,16,274,102,15,0.0104,16,10,14,0.0173,26444
1001,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,7,FALSE,1,296,296,5879,17,220,84,14,0.0102,16,10,14,0.0155,26444
1002,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,8,FALSE,1,290,290,5879,17,220,83,11,0.0081,18,9,11,0.0171,26444
1003,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,9,FALSE,1,268,268,5879,17,265,97,14,0.0101,20,15,13,0.009,26444
1004,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,10,FALSE,1,280,280,5879,16,275,103,15,0.0126,14,7,9,0.0052,26444
1005,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,11,FALSE,1,304,304,5879,16,232,87,14,0.0109,24,16,13,0.0159,26444
1006,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,12,FALSE,1,295,295,5879,15,234,77,14,0.0111,19,15,13,0.0181,26444
1007,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,13,FALSE,1,303,303,5879,15,259,74,15,0.009,22,14,14,0.015,26444
1008,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,14,FALSE,1,286,286,5879,16,257,86,14,0.0107,21,14,16,0.0203,26444
1009,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,1,FALSE,1,284,284,5879,16,255,139,15,0.01,20,15,15,0.0189,26444
100,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,285,285,5879,16,82,61,10,0.0117,11,9,8,0.0304,26444
1010,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,2,FALSE,1,270,270,5879,17,257,130,17,0.0101,21,16,15,0.018,26444
1011,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,3,FALSE,1,290,290,5879,16,272,95,15,0.0094,18,13,14,0.0102,26444
1012,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,4,FALSE,1,281,281,5879,17,282,97,15,0.0096,17,12,14,0.0129,26444
1013,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,5,FALSE,1,292,292,5879,16,265,99,14,0.007,21,15,12,0.0126,26444
1014,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,6,FALSE,1,281,281,5879,16,249,106,15,0.0119,15,11,11,0.0106,26444
1015,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,7,FALSE,1,274,274,5879,17,224,96,15,0.01,16,11,12,0.0124,26444
1016,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,8,FALSE,1,288,288,5879,16,296,144,17,0.0105,20,14,14,0.0203,26444
1017,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,9,FALSE,1,283,283,5879,16,269,158,20,0.0141,17,13,11,0.0118,26444
1018,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,10,FALSE,1,290,290,5879,16,332,157,17,0.0091,15,10,11,0.0119,26444
1019,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,11,FALSE,1,280,280,5879,17,346,155,16,0.0122,20,14,15,0.0183,26444
101,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,283,283,5879,17,87,68,9,0.0163,9,9,6,0.0307,26444
1020,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,12,FALSE,1,283,283,5879,16,232,122,13,0.0123,13,11,7,0.0098,26444
1021,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,13,FALSE,1,297,297,5879,15,345,143,18,0.0081,16,11,11,0.0117,26444
1022,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,14,FALSE,1,289,289,5879,15,256,136,17,0.0105,13,10,9,0.0145,26444
1023,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,1,FALSE,1,296,296,5879,16,257,113,12,0.0089,14,11,10,0.0124,26444
1024,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,2,FALSE,1,298,298,5879,16,270,128,14,0.0091,20,17,14,0.0191,26444
1025,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,3,FALSE,1,295,295,5879,17,261,123,14,0.0097,16,12,12,0.0165,26444
1026,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,4,FALSE,1,282,282,5879,17,240,111,15,0.0094,11,8,11,0.0176,26444
1027,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,5,FALSE,1,283,283,5879,16,258,99,13,0.0107,10,8,9,0.0201,26444
1028,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,6,FALSE,1,295,295,5879,16,220,72,12,0.0097,13,11,8,0.0197,26444
1029,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,7,FALSE,1,300,300,5879,15,194,71,13,0.0082,10,8,7,0.0144,26444
102,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,297,297,5879,16,78,61,7,0.0165,9,9,6,0.0291,26444
1030,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,8,FALSE,1,293,293,5879,15,238,94,12,0.0088,13,10,9,0.0212,26444
1031,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,9,FALSE,1,308,308,5879,16,259,127,10,0.0093,13,10,9,0.0115,26444
1032,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,10,FALSE,1,290,290,5879,16,250,112,13,0.011,13,10,8,0.0195,26444
1033,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,11,FALSE,1,277,277,5879,17,220,94,10,0.0082,18,15,12,0.0243,26444
1034,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,12,FALSE,1,279,279,5879,17,254,103,11,0.0085,15,12,9,0.02,26444
1035,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,13,FALSE,1,286,286,5879,16,297,109,15,0.0103,15,11,12,0.0221,26444
1036,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,14,FALSE,1,288,288,5879,16,313,127,17,0.0113,13,9,11,0.0187,26444
1037,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,1,FALSE,1,291,291,5879,16,225,112,16,0.0103,11,9,9,0.016,26444
1038,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,2,FALSE,1,286,286,5879,17,262,82,13,0.0074,11,6,10,0.0121,26444
1039,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,3,FALSE,1,292,292,5879,16,282,92,15,0.0088,11,6,10,0.0109,26444
103,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,289,289,5879,16,106,68,8,0.0121,13,11,9,0.0299,26444
1040,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,4,FALSE,1,288,288,5879,16,289,111,15,0.0079,19,14,13,0.0178,26444
1041,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,5,FALSE,1,293,293,5879,16,244,81,12,0.0067,16,11,13,0.0095,26444
1042,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,6,FALSE,1,284,284,5879,16,276,123,14,0.0083,13,9,9,0.0121,26444
1043,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,7,FALSE,1,292,292,5879,16,291,126,16,0.0088,15,9,11,0.0146,26444
1044,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,8,FALSE,1,289,289,5879,16,339,141,19,0.0092,26,17,16,0.0213,26444
1045,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,9,FALSE,1,283,283,5879,17,220,115,13,0.0094,17,14,13,0.0245,26444
1046,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,10,FALSE,1,305,305,5879,15,245,83,13,0.0078,14,10,11,0.0209,26444
1047,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,11,FALSE,1,291,291,5879,15,236,77,12,0.0061,12,8,10,0.0161,26444
1048,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,12,FALSE,1,290,290,5879,16,252,96,19,0.0079,16,11,14,0.019,26444
1049,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,13,FALSE,1,284,284,5879,16,258,100,16,0.0083,14,9,12,0.0141,26444
104,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,287,287,5879,16,112,62,11,0.0127,9,8,8,0.0233,26444
1050,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,14,FALSE,1,297,297,5879,15,267,105,15,0.0071,9,5,9,0.0063,26444
1051,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,1,FALSE,1,283,283,5879,16,212,105,14,0.0095,11,8,10,0.0169,26444
1052,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,2,FALSE,1,278,278,5879,16,175,50,7,0.0064,11,8,7,0.01,26444
1053,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,3,FALSE,1,283,283,5879,17,227,78,13,0.0071,12,9,7,0.0134,26444
1054,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,4,FALSE,1,294,294,5879,16,150,64,9,0.0058,11,9,6,0.0156,26444
1055,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,5,FALSE,1,290,290,5879,16,232,122,12,0.0149,8,5,7,0.015,26444
1056,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,6,FALSE,1,287,287,5879,16,241,120,15,0.015,4,1,4,0.0103,26444
1057,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,7,FALSE,1,296,296,5879,16,184,83,12,0.0094,9,7,8,0.0179,26444
1058,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,8,FALSE,1,281,281,5879,16,220,92,12,0.0102,7,5,6,0.0166,26444
1059,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,9,FALSE,1,288,288,5879,16,211,68,12,0.0055,7,4,6,0.013,26444
105,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,291,291,5879,17,85,66,10,0.0202,7,7,6,0.0255,26444
1060,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,10,FALSE,1,282,282,5879,17,216,67,14,0.0069,8,4,8,0.0138,26444
1061,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,11,FALSE,1,289,289,5879,16,191,66,12,0.0045,7,4,6,0.0125,26444
1062,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,12,FALSE,1,295,295,5879,15,213,68,13,0.0063,7,3,7,0.0086,26444
1063,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,13,FALSE,1,287,287,5879,16,233,67,14,0.0081,11,7,9,0.0175,26444
1064,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,14,FALSE,1,281,281,5879,16,215,118,17,0.0109,17,15,7,0.0143,26444
1065,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,1,FALSE,1,296,296,5879,16,281,146,19,0.0108,18,15,10,0.0187,26444
1066,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,2,FALSE,1,288,288,5879,16,295,136,21,0.0122,10,7,10,0.0152,26444
1067,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,3,FALSE,1,295,295,5879,16,212,79,15,0.0088,7,3,7,0.0095,26444
1068,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,4,FALSE,1,297,297,5879,16,242,132,16,0.0128,12,9,7,0.0131,26444
1069,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,5,FALSE,1,296,296,5879,15.5,263,145,17,0.0124,6,3,6,0.0052,26444
106,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,277,277,5879,17,109,83,9,0.0175,11,8,10,0.024,26444
1070,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,6,FALSE,1,308,308,5879,16,250,86,14,0.0085,13,8,11,0.0099,26444
1071,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,7,FALSE,1,300,300,5879,16,282,94,17,0.006,12,7,11,0.0084,26444
1072,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,8,FALSE,1,307,307,5879,15,240,101,16,0.0119,10,6,9,0.0116,26444
1073,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,9,FALSE,1,288,288,5879,16,238,99,18,0.0091,10,6,10,0.0156,26444
1074,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,10,FALSE,1,297,297,5879,16,257,128,14,0.0096,12,7,11,0.0116,26444
1075,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,11,FALSE,1,298,298,5879,16,278,148,15,0.0108,14,10,10,0.0076,26444
1076,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,12,FALSE,1,291,291,5879,16,230,97,12,0.0089,6,2,6,0.006,26444
1077,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,13,FALSE,1,288,288,5879,17,268,134,14,0.0102,11,7,9,0.0153,26444
1078,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,14,FALSE,1,308,308,5879,16,360,137,20,0.0088,12,6,12,0.0188,26444
1079,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,1,FALSE,1,286,286,5879,17,187,67,9,0.0057,13,9,8,0.0114,26444
107,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,279,279,5879,17,106,65,8,0.0093,7,7,6,0.019,26444
1080,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,2,FALSE,1,279,279,5879,17,228,117,12,0.0081,11,7,7,0.0107,26444
1081,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,3,FALSE,1,299,299,5879,15,183,89,10,0.0062,10,7,6,0.0058,26444
1082,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,4,FALSE,1,304,304,5879,16,211,96,11,0.0069,13,10,8,0.017,26444
1083,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,5,FALSE,1,300,300,5879,15.5,228,100,11,0.0057,11,8,7,0.0077,26444
1084,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,6,FALSE,1,291,291,5879,16,225,117,14,0.0101,13,10,9,0.0089,26444
1085,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,7,FALSE,1,282,282,5879,17,184,87,12,0.0086,12,10,8,0.0165,26444
1086,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,8,FALSE,1,288,288,5879,16,178,90,10,0.0099,16,12,7,0.0165,26444
1087,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,9,FALSE,1,286,286,5879,17,184,104,11,0.0105,11,10,7,0.017,26444
1088,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,10,FALSE,1,299,299,5879,16,148,64,7,0.003,14,12,9,0.0126,26444
1089,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,11,FALSE,1,286,286,5879,17,220,92,10,0.0049,11,8,8,0.0106,26444
108,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,270,270,5879,17,155,77,6,0.0126,8,7,6,0.0233,26444
1090,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,12,FALSE,1,295,295,5879,16,205,102,10,0.0082,11,8,7,0.0069,26444
1091,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,13,FALSE,1,277,277,5879,17,172,78,11,0.0049,14,10,10,0.0135,26444
1092,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,14,FALSE,1,296,296,5879,16,210,97,13,0.0083,11,7,8,0.004,26444
1093,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,1,FALSE,1,285,285,5879,16,235,69,11,0.0072,12,8,9,0.0235,26444
1094,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,2,FALSE,1,280,280,5879,16,166,87,12,0.0112,13,12,10,0.0288,26444
1095,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,3,FALSE,1,299,299,5879,16,169,84,13,0.011,13,11,10,0.0311,26444
1096,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,4,FALSE,1,298,298,5879,16,154,73,11,0.011,12,11,9,0.0279,26444
1097,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,5,FALSE,1,278,278,5879,16,161,73,10,0.0068,10,8,7,0.0286,26444
1098,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,6,FALSE,1,314,314,5879,15,129,66,10,0.0071,10,9,7,0.0269,26444
1099,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,7,FALSE,1,297,297,5879,16,133,70,8,0.0104,9,8,6,0.0263,26444
109,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,275,275,5879,17,121,82,7,0.0123,6,6,4,0.0274,26444
10,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,10,FALSE,1,291,291,5879,16,174,87,11,0.0074,7,5,6,0.0151,26444
1100,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,8,FALSE,1,294,294,5879,15.5,143,82,8,0.0103,10,9,6,0.0253,26444
1101,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,9,FALSE,1,291,291,5879,16,128,67,7,0.008,12,11,9,0.0216,26444
1102,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,10,FALSE,1,298,298,5879,16,140,53,7,0.0069,11,10,8,0.0199,26444
1103,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,11,FALSE,1,289,289,5879,16,128,58,6,0.0069,15,14,10,0.0187,26444
1104,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,12,FALSE,1,294,294,5879,16,122,55,6,0.0055,8,7,6,0.0252,26444
1105,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,13,FALSE,1,299,299,5879,16,137,70,6,0.0067,8,7,6,0.0252,26444
1106,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,14,FALSE,1,294,294,5879,16,150,58,7,0.0069,15,11,10,0.0175,26444
1107,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,285,285,5879,16,179,89,13,0.0064,19,17,12,0.0121,26444
1108,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,290,290,5879,17,166,77,10,0.0032,19,17,12,0.0128,26444
1109,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,274,274,5879,17,190,77,10,0.0039,18,16,13,0.0151,26444
110,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,282,282,5879,17,121,63,10,0.0087,6,5,6,0.0113,26444
1110,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,273,273,5879,18,206,103,14,0.0068,20,17,13,0.0115,26444
1111,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,271,271,5879,17,180,76,10,0.0046,16,11,12,0.011,26444
1112,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,283,283,5879,16,204,99,15,0.0056,14,11,10,0.0178,26444
1113,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,276,276,5879,17,215,112,14,0.0081,13,10,9,0.0189,26444
1114,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,298,298,5879,16,228,132,13,0.0081,18,15,10,0.0091,26444
1115,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,291,291,5879,17,264,164,17,0.0081,12,10,7,0.0097,26444
1116,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,294,294,5879,16,259,163,15,0.0083,15,13,10,0.0115,26444
1117,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,299,299,5879,16,254,131,11,0.0072,15,12,10,0.0156,26444
1118,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,297,297,5879,16,246,123,11,0.0071,16,13,10,0.0133,26444
1119,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,290,290,5879,16,263,113,13,0.0094,16,12,10,0.0148,26444
111,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,280,280,5879,17,106,84,7,0.0089,10,9,7,0.0292,26444
1120,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,307,307,5879,16,248,118,11,0.0085,16,13,10,0.0181,26444
1121,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,1,FALSE,1,279,279,5879,17,262,112,17,0.0069,21,14,13,0.0182,26444
1122,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,2,FALSE,1,290,290,5879,16,228,117,15,0.0086,26,18,17,0.0204,26444
1123,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,3,FALSE,1,300,300,5879,16,229,116,16,0.0086,22,16,14,0.0118,26444
1124,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,4,FALSE,1,283,283,5879,17,245,136,16,0.0104,22,16,17,0.02,26444
1125,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,5,FALSE,1,290,290,5879,16,223,113,16,0.0104,18,12,12,0.0182,26444
1126,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,6,FALSE,1,297,297,5879,16,241,142,16,0.0128,14,11,10,0.0155,26444
1127,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,7,FALSE,1,293,293,5879,16,177,114,15,0.0109,13,11,9,0.0154,26444
1128,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,8,FALSE,1,297,297,5879,16,174,102,12,0.0089,16,13,11,0.0173,26444
1129,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,9,FALSE,1,288,288,5879,17,225,106,18,0.0075,13,10,10,0.0182,26444
112,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,282,282,5879,17,122,67,9,0.0117,6,6,6,0.0151,26444
1130,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,10,FALSE,1,282,282,5879,17,187,103,13,0.0085,15,13,11,0.0187,26444
1131,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,11,FALSE,1,290,290,5879,16,199,105,14,0.0061,15,12,11,0.0177,26444
1132,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,12,FALSE,1,295,295,5879,16,170,99,8,0.0071,13,10,10,0.0204,26444
1133,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,13,FALSE,1,296,296,5879,16,213,88,12,0.0067,17,14,11,0.0225,26444
1134,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,14,FALSE,1,289,289,5879,16,171,122,16,0.0121,13,12,9,0.017,26444
1135,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,1,FALSE,1,285,285,5879,16,194,137,10,0.013,12,11,6,0.0214,26444
1136,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,2,FALSE,1,282,282,5879,17,250,136,13,0.0121,6,4,5,0.006,26444
1137,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,3,FALSE,1,278,278,5879,15,234,122,12,0.0118,8,7,6,0.0149,26444
1138,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,4,FALSE,1,275,275,5879,17,203,117,11,0.0119,12,11,9,0.0238,26444
1139,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,5,FALSE,1,271,271,5879,17,201,92,11,0.0103,8,6,7,0.0125,26444
113,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,1,FALSE,1,295,295,5879,16,243,136,14,0.0105,20,16,12,0.0252,26444
1140,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,6,FALSE,1,285,285,5879,16,204,94,10,0.0068,14,12,10,0.0218,26444
1141,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,7,FALSE,1,274,274,5879,17,194,101,15,0.0112,14,12,9,0.0156,26444
1142,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,8,FALSE,1,283,283,5879,17,214,102,14,0.011,15,12,10,0.0147,26444
1143,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,9,FALSE,1,279,279,5879,18,179,73,11,0.0115,12,9,8,0.0186,26444
1144,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,10,FALSE,1,297,297,5879,16,162,63,10,0.0079,12,10,7,0.0235,26444
1145,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,11,FALSE,1,291,291,5879,16,230,87,14,0.0077,17,14,10,0.0213,26444
1146,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,12,FALSE,1,296,296,5879,16,201,81,14,0.008,13,10,9,0.0142,26444
1147,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,13,FALSE,1,302,302,5879,15,226,75,10,0.0047,14,9,10,0.0144,26444
1148,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,14,FALSE,1,291,291,5879,15,201,80,10,0.0071,17,13,11,0.022,26444
1149,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,1,FALSE,1,282,282,5879,17,174,75,10,0.0062,16,12,11,0.0191,26444
114,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,2,FALSE,1,288,288,5879,16,244,137,14,0.0104,21,17,13,0.0252,26444
1150,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,2,FALSE,1,288,288,5879,15.5,282,93,18,0.0069,21,15,15,0.0166,26444
1151,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,3,FALSE,1,272,272,5879,17,249,88,15,0.0081,14,8,10,0.0127,26444
1152,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,4,FALSE,1,288,288,5879,16,221,122,16,0.0093,17,13,12,0.0116,26444
1153,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,5,FALSE,1,283,283,5879,17,224,116,17,0.0078,15,11,10,0.0103,26444
1154,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,6,FALSE,1,291,291,5879,16,226,97,15,0.008,15,11,10,0.0127,26444
1155,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,7,FALSE,1,281,281,5879,16,249,119,19,0.0097,15,11,9,0.0139,26444
1156,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,8,FALSE,1,273,273,5879,17,222,91,16,0.0079,11,7,7,0.0105,26444
1157,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,9,FALSE,1,280,280,5879,17,174,95,15,0.0082,14,10,9,0.0087,26444
1158,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,10,FALSE,1,286,286,5879,16,218,100,17,0.0083,19,13,12,0.0119,26444
1159,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,11,FALSE,1,294,294,5879,16,252,108,14,0.0082,27,21,16,0.0177,26444
115,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,3,FALSE,1,294,294,5879,16,217,132,12,0.0126,22,15,13,0.0272,26444
