id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval
711,signed,1,TRUE,FALSE,FALSE,FALSE,none,spearman,11,FALSE,1,791,791,16203,16,572,469,62,0.013,86,66,36,0.0181,42248,8273998.61,687.21,275,196,45,0.0133
712,signed,1,TRUE,FALSE,FALSE,FALSE,none,spearman,12,FALSE,1,788,788,16203,16,668,536,60,0.0115,114,79,42,0.0216,42248,7060993.09,603.75,303,201,47,0.0112
713,signed,1,TRUE,FALSE,FALSE,FALSE,none,spearman,13,FALSE,1,790,790,16203,16,630,494,56,0.0135,116,79,42,0.0189,42248,6083513.45,534.64,367,202,41,0.0089
714,signed,1,TRUE,FALSE,FALSE,FALSE,none,spearman,14,FALSE,1,785,785,16203,16,715,571,59,0.0133,100,67,38,0.0186,42248,5285565.60,476.76,339,227,44,0.0117
715,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,1,FALSE,1,784,784,16203,16,1229,869,66,0.0133,74,54,42,0.0182,42248,135586718.34,7249.23,376,246,45,0.0107
716,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,2,FALSE,1,772,772,16203,17,1188,790,81,0.014,108,74,43,0.0158,42248,88668930.01,4753.72,431,258,49,0.0097
717,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,3,FALSE,1,787,787,16203,16,1119,782,73,0.0147,108,64,45,0.0173,42248,64736469.79,3444.54,469,267,53,0.0111
718,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,4,FALSE,1,807,807,16203,16,1110,707,80,0.0156,115,73,52,0.0198,42248,49529049.54,2613.02,408,268,48,0.0105
719,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,5,FALSE,1,795,795,16203,16,1296,846,74,0.0156,101,74,43,0.0177,42248,38738955.78,2028.76,406,293,53,0.0126
71,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,1,FALSE,1,772,772,16206,16,1053,683,51,0.0103,103,73,38,0.0213,42248,180236031.63,10144.59,370,229,44,0.0129
720,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,6,FALSE,1,804,804,16203,16,1198,817,80,0.0133,95,63,38,0.0146,42248,30692949.12,1597.56,386,264,50,0.0111
721,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,7,FALSE,1,809,809,16203,16,1291,900,72,0.014,84,60,42,0.0164,42248,24547861.60,1271.11,367,240,51,0.0125
722,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,8,FALSE,1,826,826,16203,16,1379,958,86,0.0147,101,72,42,0.0155,42248,19789372.87,1020.08,389,209,54,0.0098
723,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,9,FALSE,1,784,784,16203,17,1186,830,75,0.0166,84,68,38,0.0178,42248,16068377.31,824.89,311,208,50,0.0112
724,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,10,FALSE,1,794,794,16203,16,1529,996,78,0.0169,74,50,38,0.015,42248,13135052.85,671.71,365,229,56,0.0102
725,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,11,FALSE,1,795,795,16203,16,1573,1051,86,0.0158,96,61,45,0.0176,42248,10805801.23,550.51,386,231,54,0.0101
726,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,12,FALSE,1,785,785,16203,16,1237,870,75,0.0143,100,68,43,0.0143,42248,8943626.59,453.91,345,226,51,0.0099
727,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,13,FALSE,1,791,791,16203,17,1074,749,70,0.0144,76,47,35,0.0153,42248,7445244.09,376.38,375,247,55,0.0133
728,signed,1,TRUE,FALSE,FALSE,FALSE,none,cor-dist,14,FALSE,1,790,790,16203,16,1131,786,65,0.0125,99,64,41,0.0137,42248,6232141.00,313.74,377,249,50,0.0088
729,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,1,FALSE,1,781,781,16206,16,962,708,58,0.0122,100,78,42,0.0208,42248,135604637.84,7176.33,291,198,41,0.0143
72,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,2,FALSE,1,777,777,16206,16,1212,877,63,0.0133,126,87,44,0.0183,42248,133385001.32,8034.00,414,243,47,0.0121
730,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,2,FALSE,1,795,795,16206,16,985,724,65,0.0122,104,80,41,0.0172,42248,85920092.40,4825.69,374,197,45,0.0121
731,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,3,FALSE,1,816,816,16206,16,947,726,63,0.0115,109,83,41,0.0213,42248,60662822.21,3616.56,281,165,40,0.0121
732,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,4,FALSE,1,791,791,16206,16,910,675,64,0.0106,76,62,36,0.0205,42248,45711921.26,2876.38,313,158,38,0.0138
733,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,5,FALSE,1,783,783,16206,16,862,616,58,0.0106,105,89,39,0.02,42248,35964291.75,2375.05,308,188,47,0.0166
734,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,6,FALSE,1,796,796,16206,16,859,582,54,0.0098,137,106,44,0.0212,42248,29176410.43,2012.64,297,164,48,0.0122
735,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,7,FALSE,1,801,801,16206,16,904,647,55,0.0119,112,88,40,0.0191,42248,24219683.81,1738.48,271,161,46,0.0134
736,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,8,FALSE,1,799,799,16206,16,1062,707,69,0.0112,103,72,42,0.0177,42248,20468240.41,1523.99,339,178,51,0.0122
737,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,9,FALSE,1,820,820,16206,15,1027,763,63,0.0109,101,75,39,0.0175,42248,17548572.40,1351.78,342,196,45,0.0116
738,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,10,FALSE,1,802,802,16206,16,1014,757,64,0.011,90,65,42,0.0174,42248,15224712.79,1210.63,341,210,47,0.011
739,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,11,FALSE,1,792,792,16206,16,965,644,63,0.0113,110,81,40,0.0178,42248,13340670.10,1092.95,359,194,46,0.0114
73,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,3,FALSE,1,807,807,16206,16,1047,702,62,0.0127,115,88,47,0.0204,42248,103680614.20,6592.73,369,206,47,0.0116
740,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,12,FALSE,1,803,803,16206,16,982,661,60,0.0112,147,101,52,0.0189,42248,11789445.53,993.46,441,234,55,0.013
741,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,13,FALSE,1,799,799,16206,16,989,686,63,0.0115,113,77,50,0.0185,42248,10495365.66,908.33,368,200,49,0.0087
742,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor,14,FALSE,1,804,804,16206,16,897,600,53,0.0113,116,80,49,0.0191,42248,9403514.42,834.75,356,189,53,0.012
743,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,1,FALSE,1,792,792,16206,16,963,713,57,0.0142,72,58,34,0.0152,42248,134808095.19,7158.34,345,183,44,0.0135
744,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,2,FALSE,1,800,800,16206,16,969,752,50,0.0159,71,59,34,0.0143,42248,82143401.82,4616.74,308,160,34,0.0114
745,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,3,FALSE,1,806,806,16206,16,757,541,54,0.014,87,62,39,0.0136,42248,55401663.24,3310.64,416,222,45,0.0139
746,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,4,FALSE,1,799,799,16206,16,875,597,53,0.0122,69,51,29,0.0117,42248,39905782.28,2529.10,330,182,40,0.0134
747,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,5,FALSE,1,796,796,16206,16,790,557,53,0.0116,75,55,33,0.0109,42248,30091727.59,2014.42,329,173,40,0.0107
748,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,6,FALSE,1,760,760,16206,16,781,533,54,0.013,74,62,31,0.0135,42248,23470190.58,1652.71,344,222,45,0.0124
749,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,7,FALSE,1,803,803,16206,16,685,508,50,0.0135,65,49,32,0.0116,42248,18786931.64,1386.32,351,209,45,0.0129
74,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,4,FALSE,1,805,805,16206,16,895,578,57,0.01,105,77,47,0.0163,42248,83390710.50,5545.04,372,214,48,0.0142
750,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,8,FALSE,1,794,794,16206,16,638,453,46,0.0138,74,56,34,0.0184,42248,15351538.70,1183.07,321,173,37,0.0129
751,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,9,FALSE,1,784,784,16206,17,693,510,43,0.0145,77,59,32,0.0145,42248,12757203.94,1023.66,275,140,33,0.0127
752,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,10,FALSE,1,784,784,16206,16,739,548,48,0.0136,72,55,34,0.018,42248,10750976.05,895.83,264,160,38,0.0117
753,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,11,FALSE,1,802,802,16206,16,808,653,54,0.0139,100,78,37,0.0206,42248,9168571.09,791.44,294,220,44,0.0155
754,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,12,FALSE,1,807,807,16206,16,830,637,50,0.0133,87,73,35,0.0229,42248,7899387.73,704.91,303,182,41,0.0166
755,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,13,FALSE,1,791,791,16206,16,857,689,49,0.0137,74,58,35,0.0167,42248,6866686.13,632.25,340,210,43,0.0155
756,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,14,FALSE,1,793,793,16206,16,978,777,55,0.0123,102,66,39,0.0168,42248,6015836.86,570.55,314,214,40,0.012
757,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,1,FALSE,1,794,794,16206,16,384,278,56,0.0135,54,44,30,0.0178,42248,135206559.47,7205.81,256,167,39,0.0118
758,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,2,FALSE,1,771,771,16206,16,597,472,50,0.0133,48,34,31,0.0182,42248,82190106.20,4610.84,333,174,40,0.0102
759,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,3,FALSE,1,793,793,16206,16,498,414,46,0.0158,40,24,27,0.0149,42248,55234389.77,3273.79,258,146,45,0.0121
75,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,5,FALSE,1,798,798,16206,16,954,614,54,0.011,99,70,37,0.0141,42248,68776118.96,4749.68,390,241,48,0.0137
760,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,4,FALSE,1,812,812,16206,16,514,436,44,0.0134,59,40,29,0.0202,42248,39634258.85,2477.22,286,169,39,0.0117
761,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,5,FALSE,1,808,808,16206,16,541,455,48,0.0121,72,44,37,0.0217,42248,29775161.20,1955.33,315,181,50,0.0106
762,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,6,FALSE,1,803,803,16206,16,505,390,41,0.013,51,33,30,0.0198,42248,23140524.86,1590.36,306,175,49,0.0117
763,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,7,FALSE,1,813,813,16206,16,584,469,48,0.0127,62,41,34,0.0162,42248,18461891.44,1322.88,307,178,49,0.0098
764,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,8,FALSE,1,799,799,16206,16,479,373,43,0.0127,53,35,29,0.0161,42248,15040942.19,1119.83,293,154,41,0.012
765,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,9,FALSE,1,807,807,16206,16,524,406,48,0.0143,59,41,33,0.0157,42248,12466213.03,961.41,274,137,40,0.0114
766,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,10,FALSE,1,801,801,16206,16,484,383,49,0.0131,51,40,33,0.0184,42248,10481925.44,835.08,301,170,43,0.0125
767,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,11,FALSE,1,797,797,16206,16,570,451,46,0.0119,63,46,28,0.0192,42248,8922068.80,732.51,283,144,38,0.0116
768,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,12,FALSE,1,806,806,16206,16,633,507,48,0.0136,57,49,29,0.0171,42248,7675003.70,647.98,249,118,38,0.0098
769,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,13,FALSE,1,799,799,16206,16,572,479,44,0.0135,48,37,28,0.0153,42248,6663390.63,577.43,237,111,40,0.0095
76,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,6,FALSE,1,793,793,16206,16,907,581,47,0.01,88,65,32,0.0161,42248,57826961.46,4126.38,319,197,37,0.0109
770,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,14,FALSE,1,802,802,16206,16,556,461,47,0.017,65,52,32,0.0168,42248,5832280.68,517.89,294,131,36,0.0102
771,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,794,794,16206,16,1310,862,62,0.0114,123,90,46,0.023,42248,135947202.14,7199.57,369,227,45,0.009
772,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,802,802,16206,16,1300,899,82,0.0116,111,83,48,0.0172,42248,92323994.32,4875.72,351,225,51,0.0104
773,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,792,792,16206,16,1344,937,69,0.0121,80,63,34,0.0151,42248,70097373.72,3670.01,360,249,46,0.0128
774,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,789,789,16206,16,1346,898,69,0.0132,103,67,41,0.0155,42248,55499513.75,2883.31,288,167,43,0.0094
775,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,800,800,16206,16,1352,880,70,0.0118,77,63,34,0.0186,42248,44752973.00,2310.72,319,210,49,0.0109
776,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,805,805,16206,16,1169,773,74,0.0113,103,67,40,0.0158,42248,36470238.62,1873.72,289,184,40,0.0083
777,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,803,803,16206,16,1252,815,73,0.0119,96,62,40,0.018,42248,29954619.29,1532.55,358,198,49,0.0115
778,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,792,792,16206,17,1541,993,68,0.0115,104,64,39,0.0165,42248,24769643.10,1262.64,388,243,42,0.0117
779,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,799,799,16206,16,1311,848,68,0.011,98,62,38,0.0151,42248,20609077.25,1047.06,345,207,41,0.0089
77,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,7,FALSE,1,787,787,16206,16,933,604,51,0.01,85,66,35,0.0169,42248,49371983.17,3625.90,323,194,38,0.0111
780,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,810,810,16206,16,1298,823,80,0.0123,125,88,38,0.0185,42248,17246916.65,873.48,367,207,49,0.0129
781,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,812,812,16206,16,1275,867,86,0.0121,94,73,39,0.0182,42248,14512402.17,732.72,369,237,57,0.0131
782,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,822,822,16206,16,1413,972,72,0.0116,124,93,42,0.0194,42248,12274843.78,617.83,380,236,52,0.0129
783,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,792,792,16206,16,1489,1060,68,0.0122,138,103,38,0.0231,42248,10433335.61,523.47,287,196,47,0.0116
784,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,776,776,16206,17,1372,916,72,0.0143,87,65,37,0.019,42248,8909408.64,445.53,287,178,42,0.0108
785,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,1,FALSE,1,787,787,16206,16,1007,764,57,0.0104,80,58,31,0.0132,42248,134860421.35,7158.18,334,219,36,0.0076
786,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,2,FALSE,1,787,787,16206,16,1148,899,61,0.0114,77,55,37,0.016,42248,84135103.96,4737.01,355,227,43,0.0106
787,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,3,FALSE,1,775,775,16206,16,1165,887,63,0.0105,68,49,33,0.0132,42248,58475482.81,3494.96,367,231,41,0.01
788,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,4,FALSE,1,795,795,16206,16,961,724,61,0.0112,89,57,36,0.0134,42248,43444062.80,2742.59,414,236,45,0.0113
789,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,5,FALSE,1,791,791,16206,16,961,720,61,0.0118,104,70,41,0.0145,42248,33753200.13,2238.87,465,272,43,0.0127
78,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,8,FALSE,1,795,795,16206,16,1015,667,53,0.011,87,68,36,0.0171,42248,42684469.81,3216.25,285,173,39,0.0112
790,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,6,FALSE,1,799,799,16206,16,978,670,67,0.012,83,50,38,0.0154,42248,27076610.84,1878.64,425,235,47,0.012
791,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,7,FALSE,1,810,810,16206,16,983,636,66,0.013,95,60,40,0.0161,42248,22249366.01,1608.77,448,259,48,0.0144
792,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,8,FALSE,1,786,786,16206,16,1064,754,68,0.0118,109,67,36,0.0176,42248,18629502.65,1399.48,404,254,50,0.0135
793,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,9,FALSE,1,827,827,16206,15,979,639,61,0.0131,97,59,38,0.0157,42248,15836440.75,1232.76,396,236,54,0.0119
794,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,10,FALSE,1,787,787,16206,16,823,580,59,0.0118,102,65,36,0.015,42248,13631292.46,1097.08,352,197,46,0.0099
795,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,11,FALSE,1,798,798,16206,16,914,627,57,0.0113,105,66,39,0.02,42248,11857106.74,984.71,356,215,45,0.0092
796,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,12,FALSE,1,773,773,16206,16,969,595,63,0.0114,100,66,39,0.0169,42248,10406860.33,890.28,400,217,49,0.0101
797,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,13,FALSE,1,794,794,16206,16,909,603,78,0.0115,95,67,49,0.0155,42248,9205291.63,809.94,485,289,66,0.0127
798,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,14,FALSE,1,810,810,16206,16,1009,640,64,0.0122,91,64,39,0.0159,42248,8198083.54,740.85,379,224,50,0.0101
799,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,1,FALSE,1,803,803,16206,16,789,582,57,0.0133,117,76,37,0.0155,42248,135385067.67,7222.79,381,243,48,0.0143
79,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,9,FALSE,1,801,801,16206,16,935,649,59,0.013,80,65,37,0.0155,42248,37290617.12,2875.64,280,164,43,0.0098
7,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,7,FALSE,1,815,815,16203,16,988,699,65,0.0113,98,70,39,0.0138,42248,55534460.25,4154.24,415,260,52,0.0134
800,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,2,FALSE,1,792,792,16206,16,770,559,54,0.012,91,66,34,0.0139,42248,81704626.23,4614.03,395,242,50,0.0135
801,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,3,FALSE,1,805,805,16206,16,675,465,50,0.0114,104,79,34,0.0132,42248,54335256.99,3262.39,348,215,48,0.0116
802,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,4,FALSE,1,789,789,16206,16,738,521,55,0.0116,99,70,37,0.0129,42248,38556257.81,2456.87,366,224,53,0.0119
803,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,5,FALSE,1,777,777,16206,16,795,534,56,0.0128,115,84,40,0.0198,42248,28653892.06,1930.89,347,231,53,0.0137
804,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,6,FALSE,1,797,797,16206,16,952,685,54,0.014,89,70,38,0.0135,42248,22044234.99,1564.94,400,239,47,0.0137
805,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,7,FALSE,1,783,783,16206,16,787,547,53,0.0128,88,66,38,0.0181,42248,17421436.21,1298.21,307,208,46,0.0127
806,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,8,FALSE,1,775,775,16206,17,814,581,56,0.0125,88,71,39,0.0159,42248,14067793.05,1096.79,361,215,55,0.0138
807,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,9,FALSE,1,789,789,16206,16,740,536,57,0.0106,107,81,41,0.014,42248,11562210.00,940.39,387,243,46,0.0123
808,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,10,FALSE,1,811,811,16206,16,730,506,60,0.0114,105,84,34,0.0214,42248,9644370.09,816.17,412,257,52,0.0137
809,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,11,FALSE,1,802,802,16206,16,835,596,64,0.0115,112,81,39,0.0184,42248,8146336.04,715.67,439,278,53,0.0117
80,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,10,FALSE,1,794,794,16206,16,963,622,48,0.0109,72,57,34,0.0144,42248,32868933.59,2588.73,306,179,38,0.0088
810,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,12,FALSE,1,827,827,16206,16,759,512,53,0.012,106,80,46,0.0152,42248,6955856.40,633.07,423,282,51,0.013
811,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,13,FALSE,1,807,807,16206,16,839,619,58,0.0117,93,64,39,0.0145,42248,5995620.32,564.28,397,262,47,0.0112
812,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,14,FALSE,1,796,796,16206,16,856,626,54,0.0122,86,61,38,0.0103,42248,5210999.66,506.32,361,231,49,0.0095
813,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,1,FALSE,1,795,795,16206,16,703,565,60,0.0175,122,86,38,0.0187,42248,134517644.54,7207.55,344,210,41,0.0103
814,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,2,FALSE,1,800,800,16206,16,664,528,51,0.0138,83,56,31,0.0158,42248,80764692.29,4549.17,350,202,37,0.0102
815,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,3,FALSE,1,788,788,16206,16,697,561,53,0.0147,84,58,32,0.0165,42248,53462034.18,3170.10,337,185,38,0.01
816,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,4,FALSE,1,793,793,16206,16,667,532,54,0.0145,72,51,31,0.0146,42248,37777165.75,2353.90,325,197,41,0.0102
817,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,5,FALSE,1,809,809,16206,16,659,526,48,0.0148,85,53,30,0.0168,42248,27967780.53,1826.18,338,194,38,0.0096
818,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,6,FALSE,1,797,797,16206,16,665,501,49,0.0142,76,53,33,0.0152,42248,21443017.46,1462.94,334,192,46,0.0117
819,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,7,FALSE,1,790,790,16206,16,562,396,50,0.0171,80,51,35,0.0172,42248,16895990.37,1201.09,326,185,44,0.0116
81,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,11,FALSE,1,789,789,16206,16,967,649,51,0.0097,72,57,28,0.0167,42248,29194017.22,2344.35,275,169,36,0.0084
820,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,8,FALSE,1,781,781,16206,16,636,489,53,0.0129,82,59,35,0.0171,42248,13609448.77,1005.49,255,161,40,0.0101
821,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,9,FALSE,1,807,807,16206,16,571,471,57,0.0142,96,64,34,0.018,42248,11163060.65,855.22,249,158,39,0.0106
822,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,10,FALSE,1,809,809,16206,16,555,440,53,0.0141,83,66,32,0.0158,42248,9297298.37,737.09,252,160,36,0.0106
823,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,11,FALSE,1,791,791,16206,16,660,484,48,0.0122,106,79,34,0.0189,42248,7844978.52,642.45,295,163,35,0.0108
824,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,12,FALSE,1,799,799,16206,16,645,541,52,0.0114,110,74,38,0.0205,42248,6694555.32,565.39,297,210,38,0.013
825,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,13,FALSE,1,794,794,16206,16,507,399,50,0.0123,116,74,32,0.0228,42248,5769370.86,501.76,202,131,34,0.0119
826,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,14,FALSE,1,801,801,16206,16,551,419,52,0.0122,117,81,31,0.0249,42248,5015394.23,448.58,239,154,35,0.0106
827,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,1,FALSE,1,773,773,16206,17,1054,691,73,0.014,107,71,46,0.0187,42248,134424339.92,7143.95,385,231,50,0.0111
828,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,2,FALSE,1,785,785,16206,16,979,614,72,0.0128,120,84,45,0.0184,42248,87770281.82,4670.40,413,236,52,0.0104
829,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,3,FALSE,1,789,789,16206,16,1157,686,68,0.0121,72,58,35,0.0188,42248,64157656.47,3388.31,398,197,49,0.0138
82,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,12,FALSE,1,776,776,16206,16,1044,714,58,0.0107,85,63,34,0.0176,42248,26103461.15,2134.20,317,191,44,0.0113
830,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,4,FALSE,1,767,767,16206,16,1160,718,72,0.0141,84,59,33,0.0179,42248,49183595.37,2576.60,356,219,43,0.0123
831,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,785,785,16206,16,1173,728,63,0.011,94,69,41,0.0151,42248,38553964.94,2006.07,349,237,45,0.0124
832,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,771,771,16206,17,1354,845,69,0.0108,74,46,32,0.0113,42248,30617293.22,1584.38,312,180,35,0.0087
833,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,793,793,16206,16,1369,840,65,0.0105,81,53,39,0.0108,42248,24546107.53,1264.54,383,209,46,0.0098
834,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,788,788,16206,16,1275,874,70,0.0123,93,76,38,0.0142,42248,19836766.73,1018.09,387,245,51,0.0112
835,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,818,818,16206,16,1247,815,78,0.0142,115,68,51,0.0114,42248,16147531.64,826.02,436,277,57,0.0127
836,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,10,FALSE,1,801,801,16206,16,1139,735,77,0.0139,105,68,46,0.0147,42248,13233746.98,674.94,459,285,60,0.0106
