id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval
1000,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,6,FALSE,1,787,787,16206,17,1250,815,84,0.0112,74,49,38,0.0172,42248,30244991.69,1549.92,365,221,55,0.0109
1001,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,7,FALSE,1,782,782,16206,16,1387,879,82,0.0125,93,59,42,0.0173,42248,24425777.46,1240.67,428,256,52,0.0098
1002,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,8,FALSE,1,780,780,16206,16,1505,974,83,0.0128,87,62,42,0.0153,42248,19884466.09,1001.31,481,295,61,0.0128
1003,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,9,FALSE,1,782,782,16206,16,1285,844,80,0.0112,89,60,46,0.0146,42248,16304535.48,814.00,443,288,53,0.0116
1004,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,10,FALSE,1,802,802,16206,16,1392,937,69,0.013,110,74,40,0.0146,42248,13459012.27,666.13,485,312,55,0.0114
1005,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,11,FALSE,1,806,806,16206,16,1170,777,75,0.0139,97,67,45,0.013,42248,11180435.97,548.46,470,269,62,0.0139
1006,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,12,FALSE,1,786,786,16206,16,1171,717,68,0.0128,94,57,39,0.0144,42248,9343256.27,454.17,436,255,56,0.0115
1007,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,13,FALSE,1,788,788,16206,16,1236,799,76,0.0118,77,53,36,0.0186,42248,7852318.96,378.11,345,220,45,0.0099
1008,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,14,FALSE,1,788,788,16206,16.5,1129,696,86,0.0121,111,82,41,0.0149,42248,6634884.93,316.38,363,206,48,0.0095
1009,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,1,FALSE,1,797,797,16203,16,976,710,66,0.013,92,64,45,0.0131,42248,137087577.70,7290.56,369,218,48,0.0089
100,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,768,768,16206,16,1602,1096,79,0.0126,114,65,38,0.014,42248,128495655.96,7197.63,417,257,50,0.0099
1010,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,2,FALSE,1,808,808,16203,16,864,637,55,0.0115,73,57,40,0.0113,42248,87023213.65,4877.46,340,205,42,0.0085
1011,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,3,FALSE,1,803,803,16203,16,998,729,52,0.011,106,71,44,0.0152,42248,61321588.10,3622.06,392,255,48,0.0091
1012,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,4,FALSE,1,800,800,16203,16,1071,826,62,0.0117,107,70,39,0.0106,42248,46039692.24,2853.46,473,297,55,0.0083
1013,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,5,FALSE,1,798,798,16203,16,851,659,62,0.0107,115,77,45,0.0111,42248,36063140.48,2334.54,370,247,50,0.0084
1014,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,6,FALSE,1,801,801,16203,16,820,641,59,0.0114,95,67,36,0.0149,42248,29121062.76,1960.99,374,234,48,0.0099
1015,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,7,FALSE,1,801,801,16203,16,958,702,66,0.013,101,69,43,0.0117,42248,24062543.01,1679.68,407,243,49,0.0081
1016,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,8,FALSE,1,806,806,16203,16,974,739,58,0.0117,104,66,35,0.0122,42248,20245586.38,1460.63,404,252,50,0.0114
1017,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,9,FALSE,1,797,797,16203,16,900,683,59,0.0129,103,74,37,0.0137,42248,17285383.42,1285.59,355,238,48,0.0088
1018,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,10,FALSE,1,799,799,16203,16,921,707,63,0.0115,106,67,43,0.0142,42248,14938113.69,1142.78,420,239,51,0.0105
1019,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,11,FALSE,1,810,810,16203,16,1039,796,63,0.0115,98,61,37,0.0119,42248,13042340.13,1024.27,399,217,49,0.0098
101,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,790,790,16206,16,1569,1033,72,0.0115,121,79,47,0.0156,42248,97448678.44,5508.95,427,268,48,0.0078
1020,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,12,FALSE,1,775,775,16203,16,1022,800,62,0.0119,112,72,39,0.011,42248,11487287.77,924.52,414,248,54,0.012
1021,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,13,FALSE,1,798,798,16203,16,848,670,60,0.0134,80,65,34,0.0147,42248,10194662.87,839.53,340,203,49,0.0092
1022,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,14,FALSE,1,791,791,16203,16,894,721,61,0.0112,118,91,38,0.015,42248,9107730.51,766.37,382,233,49,0.0097
1023,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,1,FALSE,1,787,787,16203,17,897,662,58,0.013,116,97,38,0.0228,42248,135889585.96,7332.48,354,240,59,0.0138
1024,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,2,FALSE,1,793,793,16203,16,898,659,56,0.0127,142,105,45,0.0245,42248,82485571.87,4719.06,386,281,52,0.0138
1025,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,3,FALSE,1,790,790,16203,16,813,627,65,0.012,109,84,40,0.0174,42248,55162696.94,3349.14,313,214,47,0.0116
1026,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,4,FALSE,1,798,798,16203,16,913,705,58,0.0116,101,83,38,0.0206,42248,39319678.47,2526.76,335,227,53,0.0148
1027,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,5,FALSE,1,797,797,16203,16,783,581,55,0.0117,98,77,37,0.0184,42248,29312162.60,1986.79,293,215,47,0.0142
1028,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,6,FALSE,1,837,837,16203,16,774,566,44,0.0099,80,64,41,0.0164,42248,22590514.80,1609.37,342,246,47,0.012
1029,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,7,FALSE,1,796,796,16203,16,699,507,42,0.0098,70,57,27,0.0232,42248,17863823.90,1333.25,283,194,43,0.016
102,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,781,781,16206,16,1411,953,78,0.0124,129,80,48,0.0166,42248,75382985.13,4279.64,360,237,46,0.0085
1030,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,8,FALSE,1,817,817,16203,16,757,528,54,0.0108,97,76,36,0.0211,42248,14419669.43,1124.11,363,237,52,0.0156
1031,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,9,FALSE,1,789,789,16203,16,839,589,59,0.0106,83,68,37,0.0179,42248,11837762.07,961.36,346,269,49,0.0123
1032,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,10,FALSE,1,806,806,16203,16,831,602,56,0.0106,92,72,36,0.0151,42248,9856706.93,831.91,320,233,47,0.0128
1033,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,11,FALSE,1,804,804,16203,16,834,621,64,0.0103,120,91,35,0.0171,42248,8306843.28,727.08,300,212,46,0.012
1034,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,12,FALSE,1,802,802,16203,16,948,661,61,0.0112,114,94,38,0.018,42248,7074112.29,640.88,356,268,46,0.0128
1035,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,13,FALSE,1,802,802,16203,16,885,654,64,0.0113,107,78,40,0.0144,42248,6079544.49,569.09,403,274,54,0.0139
1036,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,14,FALSE,1,801,801,16203,16,831,615,60,0.0121,90,76,38,0.0137,42248,5267079.23,508.62,346,256,47,0.0111
1037,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,1,FALSE,1,784,784,16203,16,603,484,55,0.013,89,70,35,0.0225,42248,136871032.95,7413.82,368,232,48,0.0137
1038,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,2,FALSE,1,794,794,16203,16,601,464,48,0.013,97,58,41,0.0168,42248,83006958.80,4747.97,374,194,50,0.0129
1039,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,3,FALSE,1,795,795,16203,16,614,464,57,0.0128,117,70,47,0.0181,42248,55322288.18,3338.26,388,207,51,0.0137
103,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,780,780,16206,16,1607,1129,79,0.0119,99,70,45,0.0144,42248,59003702.08,3358.19,410,251,55,0.0129
1040,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,4,FALSE,1,791,791,16203,16,691,531,53,0.0128,105,70,40,0.0169,42248,39292213.69,2494.18,357,197,46,0.0124
1041,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,5,FALSE,1,807,807,16203,16,620,501,64,0.0134,103,64,41,0.0175,42248,29205996.91,1943.75,359,199,42,0.0119
1042,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,6,FALSE,1,779,779,16203,17,694,562,59,0.0138,108,78,43,0.0176,42248,22462878.64,1562.11,353,189,53,0.0144
1043,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,7,FALSE,1,793,793,16203,16,679,581,52,0.01,99,70,43,0.0197,42248,17742729.95,1285.18,326,208,46,0.0135
1044,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,8,FALSE,1,802,802,16203,16,634,526,62,0.0114,115,82,45,0.0177,42248,14317570.62,1077.07,375,219,48,0.0107
1045,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,9,FALSE,1,797,797,16203,17,638,539,57,0.0122,111,81,43,0.0187,42248,11759053.75,916.32,358,221,47,0.0134
1046,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,10,FALSE,1,779,779,16203,16,570,472,58,0.0136,92,68,42,0.0175,42248,9801728.12,789.35,319,184,46,0.0118
1047,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,11,FALSE,1,791,791,16203,16,572,469,62,0.013,86,66,36,0.0181,42248,8273998.61,687.21,275,196,45,0.0133
1048,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,12,FALSE,1,788,788,16203,16,668,536,60,0.0115,114,79,42,0.0216,42248,7060993.09,603.75,303,201,47,0.0112
1049,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,13,FALSE,1,790,790,16203,16,630,494,56,0.0135,116,79,42,0.0189,42248,6083513.45,534.64,367,202,41,0.0089
104,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,763,763,16206,16,1803,1264,79,0.0143,123,84,47,0.0147,42248,46568545.87,2655.35,460,257,54,0.0102
1050,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,14,FALSE,1,785,785,16203,16,715,571,59,0.0133,100,67,38,0.0186,42248,5285565.60,476.76,339,227,44,0.0117
1051,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,1,FALSE,1,811,811,16203,15,1119,798,76,0.0122,104,70,44,0.0162,42248,136598842.91,7248.24,318,222,56,0.0123
1052,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,2,FALSE,1,814,814,16203,16,1256,876,75,0.0144,93,64,45,0.0159,42248,84134005.73,4672.15,348,264,56,0.0139
1053,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,3,FALSE,1,806,806,16203,16,1174,802,77,0.0113,97,67,45,0.0154,42248,57156282.49,3325.83,413,306,54,0.0143
1054,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,4,FALSE,1,786,786,16203,16,1269,861,81,0.0139,90,70,46,0.019,42248,40986834.55,2492.22,343,268,48,0.011
1055,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,5,FALSE,1,805,805,16203,16,1253,885,75,0.0133,96,64,41,0.0217,42248,30336266.68,1922.84,325,254,49,0.0143
1056,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,6,FALSE,1,808,808,16203,16,1506,1051,78,0.0148,91,61,48,0.0223,42248,22926160.16,1512.21,275,202,48,0.0121
1057,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,7,FALSE,1,795,795,16203,16,1202,832,67,0.0136,80,60,39,0.0185,42248,17598143.95,1206.42,311,232,40,0.011
1058,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,8,FALSE,1,795,795,16203,17,1079,741,71,0.0138,63,42,37,0.0153,42248,13682875.08,973.84,284,197,43,0.0107
1059,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,9,FALSE,1,796,796,16203,16,1190,767,78,0.0138,89,60,45,0.0174,42248,10758940.67,794.12,316,211,55,0.0097
105,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,771,771,16206,16,1334,904,73,0.0109,109,70,46,0.0176,42248,37001003.64,2112.94,463,296,51,0.0109
1060,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,10,FALSE,1,779,779,16203,17,1202,833,73,0.0117,64,43,36,0.014,42248,8546365.25,653.44,279,192,43,0.0114
1061,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,11,FALSE,1,800,800,16203,16,1645,1169,78,0.013,105,73,40,0.016,42248,6852723.46,542.08,412,263,61,0.0124
1062,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,12,FALSE,1,815,815,16203,16,1366,906,81,0.0116,71,49,37,0.0164,42248,5542720.07,453.04,364,229,63,0.0105
1063,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,13,FALSE,1,816,816,16203,16,1154,739,80,0.0146,81,56,41,0.0161,42248,4519628.54,381.21,388,243,63,0.0133
1064,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,14,FALSE,1,824,824,16203,16,1040,660,82,0.0123,95,69,39,0.0178,42248,3713365.56,322.77,341,210,55,0.0138
1065,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,1,FALSE,1,785,785,16206,16,915,688,51,0.0127,110,77,43,0.0162,42248,136509681.89,7180.21,354,247,41,0.0119
1066,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,2,FALSE,1,773,773,16206,16,926,697,49,0.0118,97,65,37,0.0164,42248,88737057.83,4923.30,287,188,36,0.0087
1067,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,3,FALSE,1,782,782,16206,17,827,643,58,0.0112,103,71,45,0.0146,42248,64313061.32,3760.40,344,216,41,0.0105
1068,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,4,FALSE,1,793,793,16206,16,986,756,60,0.0107,115,69,46,0.0134,42248,49597538.69,3038.13,412,252,50,0.0118
1069,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,5,FALSE,1,779,779,16206,17,1112,865,65,0.01,121,82,47,0.0176,42248,39809188.35,2540.60,430,255,50,0.0107
106,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,796,796,16206,16,1277,839,65,0.012,92,67,37,0.0134,42248,29571070.51,1690.64,418,251,45,0.0115
1070,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,6,FALSE,1,798,798,16206,16,1092,830,52,0.0109,88,60,39,0.0179,42248,32861868.63,2175.24,387,221,46,0.0097
1071,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,7,FALSE,1,791,791,16206,16,1083,740,52,0.0104,79,55,34,0.0153,42248,27700989.78,1895.05,360,194,41,0.0108
1072,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,8,FALSE,1,810,810,16206,16,1011,757,53,0.0107,130,90,42,0.0187,42248,23735151.06,1673.30,350,216,38,0.0096
1073,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,9,FALSE,1,792,792,16206,16,972,674,56,0.0127,112,77,40,0.0159,42248,20606541.38,1493.50,371,209,43,0.01
1074,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,10,FALSE,1,807,807,16206,16,890,651,60,0.0131,123,84,42,0.0174,42248,18085876.43,1344.88,333,211,40,0.0107
1075,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,11,FALSE,1,816,816,16206,16,969,701,61,0.0134,110,75,45,0.0176,42248,16019499.99,1220.08,362,211,41,0.0087
1076,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,12,FALSE,1,829,829,16206,15,1030,754,64,0.0138,112,80,41,0.0205,42248,14300675.69,1113.88,337,219,37,0.0095
1077,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,13,FALSE,1,825,825,16206,16,1016,738,56,0.0131,109,73,46,0.0211,42248,12853044.59,1022.49,324,186,39,0.0087
1078,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,14,FALSE,1,805,805,16206,16,956,710,60,0.0124,104,79,38,0.0212,42248,11620616.93,943.07,307,201,40,0.0104
1079,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,1,FALSE,1,794,794,16206,16,827,592,61,0.0136,88,65,26,0.016,42248,134402215.24,7116.33,406,286,44,0.0123
107,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,794,794,16206,16,1389,950,74,0.0137,102,72,42,0.0133,42248,23758320.36,1359.47,442,301,47,0.0107
1080,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,2,FALSE,1,796,796,16206,16,838,623,61,0.0133,73,55,33,0.0193,42248,82606260.04,4621.37,423,256,45,0.0138
1081,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,3,FALSE,1,795,795,16206,16,886,662,61,0.0141,54,46,19,0.0108,42248,56319622.25,3340.54,390,255,44,0.0127
1082,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,4,FALSE,1,784,784,16206,16,786,551,52,0.0135,70,56,24,0.0151,42248,40985661.15,2569.24,370,218,44,0.012
1083,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,5,FALSE,1,808,808,16206,16,843,619,50,0.0127,62,47,17,0.0147,42248,31186437.16,2057.09,270,173,38,0.0102
1084,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,6,FALSE,1,808,808,16206,16,993,724,56,0.0131,68,60,25,0.0165,42248,24513144.17,1694.28,344,203,46,0.0131
1085,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,7,FALSE,1,775,775,16206,16,890,653,55,0.0118,83,65,29,0.0207,42248,19751582.48,1425.19,333,178,43,0.0095
1086,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,8,FALSE,1,789,789,16206,16,828,615,58,0.0151,58,47,23,0.0158,42248,16230634.10,1218.67,312,182,43,0.0108
1087,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,9,FALSE,1,815,815,16206,16,893,669,58,0.0142,70,54,24,0.0114,42248,13552491.43,1055.89,360,222,46,0.0126
1088,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,10,FALSE,1,834,834,16206,15,933,721,63,0.0133,127,96,31,0.0194,42248,11468118.37,924.84,359,218,49,0.014
1089,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,11,FALSE,1,810,810,16206,16,874,732,56,0.0135,85,75,23,0.0232,42248,9814643.90,817.47,295,175,39,0.0127
108,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,782,782,16206,16.5,1791,1190,83,0.0137,158,93,52,0.0184,42248,19181551.74,1098.11,500,277,59,0.0107
1090,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,12,FALSE,1,805,805,16206,16,925,700,52,0.0131,87,72,22,0.0106,42248,8481668.43,728.21,348,200,38,0.0133
1091,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,13,FALSE,1,797,797,16206,16,758,580,47,0.013,50,43,23,0.0156,42248,7392092.97,653.07,344,206,40,0.0163
1092,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,14,FALSE,1,787,787,16206,16,920,729,59,0.0138,85,67,23,0.0131,42248,6490696.47,589.14,341,223,42,0.0156
1093,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,1,FALSE,1,774,774,16206,16,632,504,42,0.0116,68,47,26,0.0179,42248,135335195.62,7174.51,318,201,37,0.0105
1094,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,2,FALSE,1,797,797,16206,16,538,463,47,0.0121,83,62,36,0.0168,42248,83007067.44,4612.15,320,185,36,0.0109
1095,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,3,FALSE,1,803,803,16206,16,538,472,48,0.0108,78,59,37,0.0181,42248,56328426.17,3291.19,317,195,42,0.0117
1096,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,4,FALSE,1,803,803,16206,16,638,531,55,0.0135,83,65,35,0.0178,42248,40771999.12,2499.49,336,213,45,0.0117
1097,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,5,FALSE,1,804,804,16206,16,692,553,60,0.0125,77,55,37,0.021,42248,30855068.74,1977.19,324,225,43,0.011
1098,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,6,FALSE,1,794,794,16206,17,671,556,48,0.0138,76,57,32,0.0226,42248,24125471.14,1609.59,344,223,43,0.0114
1099,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,7,FALSE,1,775,775,16206,16,610,533,45,0.0124,78,51,34,0.0186,42248,19343841.53,1338.73,343,230,44,0.0123
109,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,799,799,16206,16,1670,1164,80,0.0141,80,62,41,0.016,42248,15557015.53,890.70,415,258,56,0.0123
10,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,10,FALSE,1,796,796,16203,16,1219,878,65,0.0135,109,77,35,0.0193,42248,38429435.19,3096.87,389,221,46,0.0103
1100,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,8,FALSE,1,811,811,16206,16,521,440,44,0.0119,86,58,38,0.0232,42248,15824264.40,1132.21,301,192,36,0.0123
1101,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,9,FALSE,1,806,806,16206,15,603,500,50,0.0125,91,65,33,0.021,42248,13159964.24,970.55,314,194,41,0.0102
1102,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,10,FALSE,1,804,804,16206,16,679,525,49,0.0129,63,48,30,0.0198,42248,11096351.08,841.30,303,192,39,0.0095
1103,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,11,FALSE,1,792,792,16206,16,793,671,66,0.0125,71,56,33,0.0161,42248,9467081.74,736.17,362,232,52,0.013
1104,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,12,FALSE,1,807,807,16206,16,602,459,51,0.0114,73,54,31,0.017,42248,8159590.40,649.42,274,179,38,0.0084
1105,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,13,FALSE,1,784,784,16206,16,618,474,59,0.0131,89,71,37,0.0202,42248,7095445.57,576.96,375,217,45,0.0121
1106,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,14,FALSE,1,818,818,16206,16,583,441,54,0.0137,73,57,31,0.0195,42248,6218630.35,515.78,347,220,44,0.0149
1107,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,805,805,16206,16,1423,1060,74,0.0119,121,85,41,0.0144,42248,138868940.28,7322.01,442,293,63,0.0135
1108,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,793,793,16206,16,1368,1006,64,0.0119,114,86,41,0.0176,42248,94555730.86,5137.53,419,286,56,0.0139
1109,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,790,790,16206,16,1326,985,67,0.0112,122,92,46,0.0139,42248,71921438.51,4014.40,369,246,52,0.0095
110,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,795,795,16206,16,1375,912,78,0.0152,94,66,46,0.0211,42248,12671175.19,725.25,396,253,48,0.0116
1110,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,775,775,16206,17,1563,1180,74,0.0132,116,83,42,0.0126,42248,57158567.22,3268.68,412,264,59,0.0124
1111,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,815,815,16206,16,1455,1069,62,0.0113,140,105,42,0.017,42248,46336063.78,2711.62,422,272,61,0.0135
1112,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,795,795,16206,16,1465,1050,66,0.0141,106,75,42,0.0142,42248,38001696.52,2274.80,407,254,54,0.0123
1113,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,808,808,16206,16,1103,780,69,0.0136,152,105,51,0.0225,42248,31436783.14,1924.53,385,232,54,0.0129
1114,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,794,794,16206,16,1172,819,58,0.0127,106,75,41,0.0175,42248,26198473.66,1639.98,450,286,59,0.0137
1115,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,811,811,16206,16,1122,773,63,0.0128,92,69,43,0.0165,42248,21979547.36,1406.60,436,278,56,0.0126
1116,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,795,795,16206,16,1228,871,62,0.0115,110,77,40,0.0148,42248,18554803.93,1213.64,436,275,61,0.0097
1117,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,801,801,16206,16,992,648,65,0.0146,95,65,40,0.014,42248,15754796.52,1052.90,398,266,63,0.0135
1118,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,794,794,16206,16,1510,1027,61,0.014,121,89,38,0.017,42248,13450179.57,918.10,409,262,55,0.0098
1119,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,806,806,16206,16,1407,981,60,0.0124,149,99,48,0.016,42248,11541247.86,804.33,443,268,56,0.0099
111,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,790,790,16206,16,1361,928,75,0.0125,92,64,41,0.0179,42248,10361959.04,592.64,374,221,43,0.0113
1120,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,802,802,16206,16,1194,840,56,0.0143,92,63,43,0.0165,42248,9950532.44,707.73,383,238,55,0.0117
1121,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,1,FALSE,1,790,790,16206,16,946,657,58,0.0117,109,77,46,0.0138,42248,135754650.64,7168.83,427,225,52,0.0122
1122,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,2,FALSE,1,797,797,16206,16,976,671,52,0.0135,109,78,42,0.0173,42248,86433287.99,4811.40,373,231,46,0.0106
1123,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,3,FALSE,1,774,774,16206,16,1087,763,57,0.0118,99,68,39,0.0152,42248,61285770.51,3597.19,395,218,42,0.0082
