id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de,leishcyc_total_enriched,unique_leishcyc_terms,num_leishcyc_enriched_modules,mean_leishcyc_pval
789,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,5,FALSE,1,182,182,3605,16,340,126,12,0.0081,11,6,10,0.0159,2856,3,3,3,0.0372
78,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,8,FALSE,1,171,171,3605,16,235,76,10,0.0047,9,4,9,0.0144,2856,2,2,1,0.0463
790,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,6,FALSE,1,169,169,3605,17,380,167,12,0.0053,14,9,12,0.0159,2856,2,2,2,0.0349
791,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,7,FALSE,1,188,188,3605,16,276,62,9,0.0025,9,4,9,0.0074,2856,1,1,1,0.0184
792,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,8,FALSE,1,178,178,3605,16,280,66,9,0.0024,13,7,11,0.0141,2856,1,1,1,0.0303
793,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,9,FALSE,1,174,174,3605,17,342,110,12,0.0087,17,12,12,0.0089,2856,2,2,2,0.0275
794,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,10,FALSE,1,181,181,3605,17,341,116,14,0.0115,11,6,11,0.0104,2856,1,1,1,0.0303
795,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,11,FALSE,1,183,183,3605,17,415,144,12,0.0085,16,9,13,0.0093,2856,2,2,2,0.0243
796,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,12,FALSE,1,171,171,3605,16,426,155,14,0.0078,19,11,19,0.0156,2856,3,3,3,0.029
797,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,13,FALSE,1,181,181,3605,16,369,70,11,0.005,20,13,13,0.0159,2856,1,1,1,0.0304
798,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,14,FALSE,1,174,174,3605,16,337,63,12,0.0037,18,11,14,0.0108,2856,2,2,2,0.0337
799,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,1,FALSE,1,179,179,3605,17,343,121,15,0.0082,15,11,12,0.0156,2856,0,0,0,NaN
79,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,9,FALSE,1,173,173,3605,16,280,95,10,0.0068,5,2,5,8e-04,2856,1,1,1,0.0261
7,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,7,FALSE,1,176,176,3605,16.5,311,50,9,0.0041,15,10,12,0.0104,2856,0,0,0,NaN
800,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,2,FALSE,1,176,176,3605,17,275,53,9,0.0033,14,10,12,0.0202,2856,0,0,0,NaN
801,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,3,FALSE,1,167,167,3605,17,269,55,8,0.0028,11,6,11,0.0132,2856,0,0,0,NaN
802,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,4,FALSE,1,176,176,3605,17,279,56,9,0.0027,15,10,12,0.0176,2856,0,0,0,NaN
803,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,5,FALSE,1,190,190,3605,15,335,80,14,0.005,11,6,11,0.0109,2856,0,0,0,NaN
804,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,6,FALSE,1,179,179,3605,16,321,70,12,0.0037,10,5,10,0.003,2856,0,0,0,NaN
805,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,7,FALSE,1,186,186,3605,15,319,106,15,0.0065,12,7,11,0.0134,2856,1,1,1,0.0213
806,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,8,FALSE,1,183,183,3605,15,286,55,9,0.0025,9,4,9,0.0108,2856,0,0,0,NaN
807,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,9,FALSE,1,182,182,3605,16,298,63,10,0.0033,13,8,11,0.0156,2856,0,0,0,NaN
808,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,10,FALSE,1,180,180,3605,16,292,57,10,0.0028,17,11,13,0.0166,2856,0,0,0,NaN
809,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,11,FALSE,1,170,170,3605,18,228,65,9,0.0037,10,5,10,0.0146,2856,0,0,0,NaN
80,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,10,FALSE,1,180,180,3605,16.5,284,124,13,0.0087,8,3,8,0.0101,2856,0,0,0,NaN
810,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,12,FALSE,1,174,174,3605,16,193,67,7,0.0041,13,10,10,0.0155,2856,0,0,0,NaN
811,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,13,FALSE,1,170,170,3605,17,260,88,10,0.0056,11,7,10,0.0184,2856,1,1,1,0.0194
812,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,14,FALSE,1,171,171,3605,16,213,65,6,0.0039,12,9,9,0.0063,2856,1,1,1,0.0229
813,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,1,FALSE,1,174,174,3605,16,233,79,10,0.0045,13,10,9,0.0285,2856,2,2,2,0.018
814,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,2,FALSE,1,173,173,3605,16,311,82,13,0.0048,8,4,8,0.004,2856,0,0,0,NaN
815,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,3,FALSE,1,182,182,3605,16,316,90,13,0.0053,9,5,9,0.0119,2856,0,0,0,NaN
816,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,4,FALSE,1,179,179,3605,16,282,86,10,0.0043,13,9,9,0.0202,2856,2,2,2,0.0157
817,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,5,FALSE,1,180,180,3605,16.5,283,87,10,0.0047,8,4,8,0.0062,2856,0,0,0,NaN
818,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,6,FALSE,1,176,176,3605,16,349,109,13,0.0053,11,6,11,0.0109,2856,2,2,2,0.0093
819,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,7,FALSE,1,176,176,3605,16,331,92,12,0.0037,15,10,11,0.0137,2856,1,1,1,0.0176
81,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,11,FALSE,1,183,183,3605,15,274,109,11,0.0077,8,4,8,0.0121,2856,2,2,1,0.04
820,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,8,FALSE,1,171,171,3605,18,312,68,11,0.0028,11,5,10,0.0102,2856,2,2,2,0.0245
821,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,9,FALSE,1,176,176,3605,16.5,317,73,11,0.0038,13,7,10,0.0129,2856,1,1,1,0.0177
822,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,10,FALSE,1,176,176,3605,16,327,83,13,0.0043,12,6,12,0.0132,2856,1,1,1,0.0173
823,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,11,FALSE,1,197,197,3605,15,357,78,12,0.0043,14,8,13,0.0117,2856,4,4,2,0.0256
824,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,12,FALSE,1,179,179,3605,16,405,104,18,0.0061,13,7,12,0.016,2856,1,1,1,0.022
825,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,13,FALSE,1,173,173,3605,16,362,87,12,0.0034,15,9,12,0.0179,2856,0,0,0,NaN
826,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,14,FALSE,1,188,188,3605,16,389,89,16,0.0051,12,6,12,0.0136,2856,0,0,0,NaN
