id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,leishcyc_total_enriched,unique_leishcyc_terms,num_leishcyc_enriched_modules,mean_leishcyc_pval,total_leishcyc_pval
244,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,6,FALSE,1,456,456,9122,16,1141,407,42,0.0077,5036.08788081752,51,31,40,0.011,176.074903136256,57258,7,7,5,0.0064,27.6713795700726
245,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,7,FALSE,1,443,443,9122,17,1079,451,42,0.0082,4559.1445990808,36,24,29,0.0096,139.740922538706,57258,9,9,7,0.0121,29.4732520788601
246,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,8,FALSE,1,455,455,9122,16,1046,454,43,0.0081,4738.25493405208,44,26,33,0.0117,155.038638032857,57258,9,9,8,0.0216,26.5713022369541
247,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,9,FALSE,1,430,430,9122,16,1014,451,43,0.0078,4575.27121424921,41,26,32,0.0125,146.548345186757,57258,7,7,5,0.0105,24.722689206364
248,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,10,FALSE,1,438,438,9122,15,1057,442,43,0.0101,4449.41242879076,38,21,31,0.0106,129.777376094643,57258,13,13,8,0.0167,35.9983637708857
249,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,11,FALSE,1,427,427,9122,15,1067,408,38,0.0069,4806.10819307782,41,26,33,0.0096,151.420573431146,57258,12,10,7,0.0136,34.7737440697747
24,signed,1,FALSE,FALSE,FALSE,FALSE,none,bicor,10,FALSE,1,449,449,9122,16,854,387,27,0.0056,4242.20281414714,25,17,24,0.0093,112.892047475348,57258,10,9,6,0.0128,29.9979674374016
250,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,12,FALSE,1,394,394,9122,15.5,945,390,31,0.0074,4186.81975892907,39,27,29,0.0124,132.977673979639,57258,7,7,5,0.0184,19.4300136073742
251,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,13,FALSE,1,379,379,9122,15,875,357,35,0.007,4057.67754716436,38,23,29,0.0124,133.424404880059,57258,9,9,6,0.0153,25.8472782803462
252,signed,1,FALSE,FALSE,FALSE,TRUE,limma,bicor,14,FALSE,1,366,366,9122,15,765,306,36,0.007,3742.80029815843,39,26,32,0.0137,137.290836818899,57258,11,11,7,0.0118,35.2670204787227
253,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,1,FALSE,1,450,450,9122,16,900,417,44,0.0064,4315.00277300114,42,27,34,0.0116,161.810451462516,57258,11,11,7,0.0124,29.1222621175601
254,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,2,FALSE,1,452,452,9122,16,915,417,37,0.0061,4677.05101939286,46,28,36,0.0151,165.937562450263,57258,10,10,6,0.0082,29.7008945282014
255,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,3,FALSE,1,438,438,9122,17,896,418,39,0.0067,4821.51946501989,51,33,36,0.0136,190.629830681086,57258,13,13,6,0.018,33.287420866413
256,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,4,FALSE,1,436,436,9122,17,855,432,40,0.0065,4350.69912213719,53,32,40,0.0141,177.56662433572,57258,10,10,6,0.008,30.156870331136
257,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,5,FALSE,1,454,454,9122,16,1016,472,40,0.0075,4961.60310600722,43,28,37,0.0132,155.254306464731,57258,10,10,7,0.0102,21.9444739547004
258,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,6,FALSE,1,439,439,9122,16,1012,492,39,0.0067,5105.84959800623,41,25,31,0.0146,150.997103467613,57258,11,10,7,0.0091,26.1958888272625
259,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,7,FALSE,1,435,435,9122,17,922,437,35,0.0053,4790.67558159125,39,24,32,0.0136,145.970240688696,57258,12,10,8,0.0068,30.5202570876877
25,signed,1,FALSE,FALSE,FALSE,FALSE,none,bicor,11,FALSE,1,448,448,9122,16,833,377,28,0.0057,3931.58974986651,27,19,26,0.0106,104.919890831207,57258,9,9,6,0.0092,29.5341434377348
260,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,8,FALSE,1,432,432,9122,17,811,399,34,0.0068,3931.88581163513,44,28,30,0.0134,159.891477083939,57258,8,8,6,0.0082,26.1111243006577
261,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,9,FALSE,1,430,430,9122,16,1063,450,38,0.0057,5099.38276912025,49,27,34,0.0105,174.427130475089,57258,9,9,7,0.0151,19.5576581547551
262,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,10,FALSE,1,440,440,9122,16,1108,432,38,0.0057,5143.79757922198,44,28,32,0.0113,161.902272955431,57258,10,10,6,0.0169,19.9852702088885
263,signed,1,FALSE,FALSE,FALSE,TRUE,limma,spearman,11,FALSE,1,410,410,9122,16,965,431,31,0.0056,4643.86884993821,48,26,31,0.0094,172.430770609565,57258,7,7,4,0.0167,18.0149338691395
