id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de
831,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,494,494,9828,16,273,165,25,0.0109,995.407064238333,13,11,13,0.019,38.7668838948728,120126
832,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,478,478,9828,16,310,151,32,0.011,1085.94298643554,12,8,11,0.0224,35.0297836654828,120126
833,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,488,488,9828,16,320,245,27,0.0115,1061.91750065861,21,16,15,0.0137,54.5115340121015,120126
834,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,474,474,9828,16,321,207,26,0.0136,1033.70957816094,12,9,12,0.0153,35.7651240407669,120126
835,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,469,469,9828,16,367,237,25,0.0101,1208.54085886707,17,12,11,0.0204,43.8223054086646,120126
836,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,10,FALSE,1,476,476,9828,16,333,224,26,0.0139,1119.69604577595,23,18,14,0.0138,58.9563861776423,120126
837,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,11,FALSE,1,471,471,9828,17,294,182,32,0.0107,1056.09927365695,19,15,14,0.0177,48.5812790679801,120126
838,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,12,FALSE,1,463,463,9828,17,305,168,27,0.0128,1074.99359695322,20,17,14,0.0142,53.0088974339089,120126
839,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,13,FALSE,1,484,484,9828,16,304,204,30,0.0107,1081.60489308969,25,15,13,0.0151,63.70950356237,120126
83,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,13,FALSE,1,467,467,9828,15,218,178,21,0.0201,435.343599766562,3,3,3,0.0152,5.60770568832742,120126
840,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,14,FALSE,1,468,468,9828,17,332,261,33,0.0177,976.850259918441,18,14,12,0.0162,48.0271826588657,120126
