id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval,total_cpdb_pval
1247,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,1,FALSE,1,799,799,16207,16,680,465,43,0.0119,2304.12628899407,55,41,25,0.0221,126.447911394953,42250,131870514.82,6951.12,234,138,33,0.0098,958.325280876048
1248,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,2,FALSE,1,827,827,16207,15,782,526,45,0.0115,2529.56639866763,68,54,26,0.0255,146.135548114429,42250,81637408.40,4517.79,349,181,41,0.0122,1159.79924965407
1249,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,3,FALSE,1,812,812,16207,15,742,497,46,0.0125,2340.25063951481,54,43,27,0.019,133.413082394964,42250,56522566.82,3286.26,308,167,41,0.0112,1102.74952402108
124,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,12,FALSE,1,794,794,16207,16,980,606,62,0.0134,3080.93620598454,101,69,39,0.0148,278.505791941675,42250,24442315.71,2028.45,477,268,59,0.0117,1679.08272487608
1250,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,4,FALSE,1,829,829,16207,15,622,453,45,0.0142,1891.05449411695,45,39,25,0.0208,115.828800423369,42250,41814871.95,2543.69,237,152,37,0.0097,979.117044372728
1251,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,5,FALSE,1,803,803,16207,16,704,537,49,0.0121,2253.25966297099,34,29,19,0.0169,106.146459633405,42250,32300242.82,2047.14,249,143,37,0.0103,1057.0805256171
1252,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,6,FALSE,1,815,815,16207,16,731,524,49,0.0123,2253.98652962325,47,36,25,0.0132,133.566431313427,42250,25722806.76,1692.32,217,133,32,0.0069,1010.2169095956
1253,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,7,FALSE,1,803,803,16207,16,688,486,47,0.0139,2070.20787663775,41,35,19,0.0126,121.03901765401,42250,20957962.07,1426.91,269,175,38,0.0101,1080.23587492349
1254,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,8,FALSE,1,774,774,16207,16,634,411,42,0.0145,1895.27167175819,32,27,24,0.023,80.6561214475434,42250,17384229.30,1221.66,261,161,33,0.0133,1013.65480461816
1255,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,9,FALSE,1,803,803,16207,16,725,503,46,0.0147,2109.28293767437,51,43,28,0.0192,120.591136370187,42250,14630835.17,1058.85,221,123,26,0.0078,968.468197678286
1256,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,10,FALSE,1,791,791,16207,16,596,426,42,0.0131,1971.37453620527,37,30,22,0.0173,97.6444963873202,42250,12463303.80,927.08,192,101,27,0.0057,1028.5369701766
1257,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,11,FALSE,1,820,820,16207,16,563,380,41,0.013,1694.12280297596,41,33,23,0.0213,103.73412481142,42250,10726457.21,818.68,226,111,29,0.0113,972.901681472387
1258,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,12,FALSE,1,813,813,16207,16,587,413,44,0.0141,1629.56939359532,74,54,36,0.0206,165.293281017186,42250,9313798.66,728.28,281,135,36,0.0096,1090.96954119738
1259,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,13,FALSE,1,811,811,16207,16,628,427,41,0.015,1689.01271364154,54,42,30,0.0147,140.720717235757,42250,8150039.16,652.02,242,126,34,0.009,1028.76569044625
125,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,13,FALSE,1,795,795,16207,16,1114,759,62,0.014,3400.74346440151,105,79,49,0.0188,246.238338415509,42250,21983019.75,1860.86,465,298,66,0.0145,1449.7379594171
1260,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,14,FALSE,1,817,817,16207,15,696,542,44,0.0132,1974.4402847277,49,36,28,0.0176,118.130357949421,42250,7180619.53,587.05,293,171,36,0.0129,1046.48969085731
1261,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,1,FALSE,1,785,785,16207,16,560,417,35,0.0122,1593.33921403612,44,37,29,0.0176,129.943655515959,42250,131854681.12,6949.45,253,149,33,0.0109,1038.13214370364
1262,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,2,FALSE,1,783,783,16207,16,445,355,43,0.012,1269.94406954906,27,23,18,0.016,77.0712000000246,42250,80542536.86,4426.62,233,126,29,0.01,859.027996287615
1263,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,3,FALSE,1,800,800,16207,16,449,365,43,0.0125,1285.17940188341,26,21,18,0.014,75.691731494532,42250,54880699.53,3147.67,226,126,30,0.0136,802.577354477155
1264,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,4,FALSE,1,778,778,16207,16,476,356,36,0.0141,1266.46567951004,23,17,18,0.0149,70.6343118793837,42250,39965745.15,2384.24,250,123,27,0.0087,951.545193855133
1265,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,5,FALSE,1,785,785,16207,16,521,402,43,0.012,1445.76309665587,29,23,22,0.0172,80.0789514582766,42250,30416222.71,1880.63,259,126,29,0.01,977.294626270994
1266,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,6,FALSE,1,778,778,16207,17,501,405,37,0.013,1489.62965700403,24,20,17,0.0176,74.4817422361192,42250,23889005.74,1526.01,235,139,27,0.0084,906.802283949407
1267,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,7,FALSE,1,786,786,16207,16,454,361,30,0.0122,1385.17751939975,25,20,18,0.0148,80.1798949781325,42250,19215273.53,1264.67,219,135,23,0.0086,859.667062637208
1268,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,8,FALSE,1,789,789,16207,16,644,563,39,0.0109,1940.72115672383,28,24,20,0.0152,85.1973473670338,42250,15750475.49,1065.53,235,136,34,0.0093,883.726051502927
1269,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,9,FALSE,1,769,769,16207,16,521,454,32,0.0127,1360.63941834109,31,25,23,0.0169,81.3074962399705,42250,13111469.03,909.81,231,136,32,0.01,777.345453410074
126,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,14,FALSE,1,796,796,16207,16,1112,807,60,0.0121,3690.5773977491,112,82,47,0.0166,277.64309977183,42250,19881008.22,1714.66,386,255,57,0.0135,1383.89199817741
1270,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,10,FALSE,1,815,815,16207,16,408,333,35,0.0124,1161.13779473969,39,34,25,0.0207,96.589159416008,42250,11057087.93,785.53,222,139,30,0.01,802.837199446873
1271,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,11,FALSE,1,779,779,16207,17,414,337,39,0.014,1066.15858058192,47,37,29,0.0203,111.449340951809,42250,9428604.80,684.64,246,130,31,0.0089,832.740930362712
1272,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,12,FALSE,1,793,793,16207,16,459,376,39,0.0168,1108.80371103773,30,26,20,0.0156,76.8698553261295,42250,8117760.77,601.57,242,129,36,0.0125,784.451282184637
1273,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,13,FALSE,1,797,797,16207,16,463,381,43,0.013,1173.54070129811,30,24,21,0.0189,82.1806831383753,42250,7048536.58,532.34,210,122,32,0.0102,726.514593168051
1274,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,14,FALSE,1,805,805,16207,16,389,318,37,0.0129,1014.39105369919,40,30,25,0.0194,100.584813652873,42250,6166237.88,474.03,232,133,29,0.0128,763.129397104681
1275,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,1,FALSE,1,784,784,16207,16,878,657,54,0.0121,2866.56899049172,84,64,32,0.0129,260.76530764473,42250,133940830.67,7103.32,255,160,36,0.01,1077.77342401209
1276,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,2,FALSE,1,809,809,16207,16,1020,790,51,0.0134,2980.59401842841,81,61,35,0.0137,225.004122223568,42250,90374107.37,4954.10,312,204,40,0.0115,1145.32402744874
1277,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,3,FALSE,1,786,786,16207,16,1315,988,59,0.0129,3782.96664196491,98,65,39,0.0149,273.88812671738,42250,68875708.31,3873.93,346,174,50,0.0102,1445.93824481689
1278,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,4,FALSE,1,779,779,16207,16,1233,876,59,0.0119,3959.88872319718,95,65,36,0.0178,257.459361318526,42250,55000091.12,3159.81,309,181,49,0.0096,1356.23074547055
1279,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,5,FALSE,1,792,792,16207,16,988,677,57,0.0088,3547.90973773942,106,65,39,0.017,281.087077885965,42250,44817694.61,2625.55,334,199,50,0.0113,1418.2637314322
127,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,1,FALSE,1,779,779,16207,16,1007,697,63,0.0106,3395.37558027472,84,64,41,0.0155,214.082329289197,42250,178860636.48,9945.99,378,235,46,0.0145,1323.24309267701
1280,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,6,FALSE,1,809,809,16207,16,1047,703,57,0.0122,3267.1961886392,108,72,45,0.0189,279.35103350693,42250,36939920.01,2205.54,355,216,45,0.0083,1438.95128627599
1281,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,7,FALSE,1,794,794,16207,17,1152,849,59,0.0121,3836.76096818328,114,81,39,0.0211,288.323918741842,42250,30700369.87,1867.88,314,214,52,0.0118,1315.6717717283
1282,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,8,FALSE,1,824,824,16207,16,1024,748,63,0.0111,3486.19121123422,89,61,37,0.0147,250.486292005058,42250,25693645.86,1592.91,284,191,45,0.0093,1263.37919031066
1283,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,9,FALSE,1,817,817,16207,16,1002,748,66,0.0113,3220.52084128496,98,63,36,0.0149,253.688874180945,42250,21639053.23,1366.87,327,220,44,0.01,1256.2617843822
1284,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,10,FALSE,1,803,803,16207,16,1002,745,65,0.0121,3279.83115494495,74,59,34,0.013,218.955023578728,42250,18330307.20,1179.59,302,201,44,0.0114,1139.2046383474
1285,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,11,FALSE,1,827,827,16207,16,937,695,63,0.011,3041.37175654836,87,63,39,0.015,204.806906195837,42250,15611539.90,1023.31,348,225,42,0.0108,1172.76777011306
1286,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,12,FALSE,1,811,811,16207,16,1017,792,62,0.0106,3261.25894716327,83,66,40,0.0148,212.242574494338,42250,13363196.27,892.03,315,239,38,0.0116,1157.08136580103
1287,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,13,FALSE,1,812,812,16207,16,973,717,66,0.0098,3243.10752443814,82,61,37,0.0116,221.980753522055,42250,11492647.74,781.08,371,218,47,0.0108,1394.52575981529
1288,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor-dist,14,FALSE,1,810,810,16207,16,1113,782,61,0.0119,3488.40902075261,95,72,39,0.0148,262.724662156713,42250,9927546.77,686.76,370,234,46,0.0098,1533.76674370359
1289,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,1,FALSE,1,794,794,16207,16,816,640,58,0.0109,2940.49928094654,96,69,40,0.0186,241.652294221494,42250,131596107.14,6966.41,318,184,40,0.0093,1246.35598089767
128,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,2,FALSE,1,799,799,16207,16,897,635,57,0.0112,2953.51332494956,81,58,42,0.0167,205.538754341848,42250,129951081.12,7694.87,310,179,42,0.0115,1082.56778799515
1290,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,2,FALSE,1,789,789,16207,16,840,635,59,0.011,2891.81187517797,104,82,45,0.0207,249.276116930848,42250,83346596.76,4661.92,357,202,47,0.0102,1325.67629408727
1291,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,3,FALSE,1,784,784,16207,16,953,765,59,0.0121,3153.47612756838,91,63,37,0.0168,226.131568600693,42250,59280727.11,3492.35,323,202,38,0.0095,1142.85616374608
1292,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,4,FALSE,1,813,813,16207,16,1122,848,66,0.0131,3725.36137040442,101,69,44,0.0159,257.465180459372,42250,45014250.26,2774.47,364,216,52,0.0087,1465.24956567812
1293,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,5,FALSE,1,800,800,16207,16,994,731,67,0.0116,3518.47674538274,97,64,40,0.0167,240.391994904779,42250,35626174.89,2284.49,389,216,50,0.0075,1599.19265490171
1294,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,6,FALSE,1,791,791,16207,16,931,728,62,0.0125,3157.29350715495,77,61,39,0.0179,209.983800147154,42250,29016570.82,1927.46,358,217,43,0.0087,1444.97296936339
1295,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,7,FALSE,1,801,801,16207,16,976,727,59,0.0129,3206.95556238594,93,66,37,0.0185,239.328013467108,42250,24140862.27,1655.61,378,196,42,0.0069,1528.5027280712
1296,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,8,FALSE,1,794,794,16207,16,884,636,59,0.0138,2657.10464853419,97,73,42,0.0193,235.340318896506,42250,20419347.84,1441.98,355,210,41,0.009,1426.27099666636
1297,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,9,FALSE,1,795,795,16207,16,921,698,57,0.0117,2846.39894874171,98,69,42,0.0188,238.940648640032,42250,17503507.66,1270.02,403,210,45,0.0095,1483.48932878699
1298,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,10,FALSE,1,802,802,16207,16,789,582,58,0.0116,2414.75071445783,82,63,35,0.0137,208.654297417704,42250,15170845.45,1128.94,349,203,48,0.0094,1342.27050269234
1299,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,11,FALSE,1,806,806,16207,16,783,555,55,0.0128,2328.3490530069,78,56,39,0.0191,192.208087653834,42250,13272594.71,1011.38,336,194,51,0.0112,1264.23557131548
129,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,3,FALSE,1,795,795,16207,16,1001,690,61,0.0106,3330.15911307576,84,56,45,0.0165,215.182635547415,42250,98861658.47,6174.42,344,187,46,0.0123,1278.57402904297
12,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,12,FALSE,1,776,776,16204,17,961,667,69,0.0127,3069.57990386323,114,81,43,0.0165,296.648655702993,42250,31255029.44,2621.33,330,199,42,0.0082,1453.74762744099
1300,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,12,FALSE,1,792,792,16207,16,924,680,59,0.0127,2760.831778187,88,68,39,0.0148,227.54942424032,42250,11705578.65,912.14,328,192,45,0.0122,1268.29872044163
1301,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,13,FALSE,1,784,784,16207,16,760,538,53,0.0116,2437.36980566187,94,70,43,0.0172,236.183510759077,42250,10396083.18,827.42,317,171,46,0.0092,1309.7630060389
1302,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor,14,FALSE,1,801,801,16207,16,861,665,42,0.0143,2540.64611877996,76,62,29,0.017,191.020435354298,42250,9290131.08,754.41,345,178,42,0.0127,1281.57924365253
1303,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,1,FALSE,1,796,796,16207,16,643,508,52,0.0128,1937.21936618685,86,63,34,0.0154,187.200753911712,42250,131890396.11,6967.05,299,205,42,0.0126,932.980581756548
1304,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,2,FALSE,1,787,787,16207,16,627,486,56,0.0141,1690.4968465928,89,72,39,0.0187,194.482869086487,42250,79891729.74,4433.43,303,205,51,0.0144,887.695903735418
1305,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,3,FALSE,1,790,790,16207,16,635,521,49,0.0137,1804.71773748097,101,69,41,0.0198,222.160676889195,42250,53860900.38,3146.59,323,224,47,0.0147,920.946454576078
1306,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,4,FALSE,1,805,805,16207,16,669,530,44,0.0131,2085.53821374282,85,64,36,0.0173,190.284898425999,42250,38815563.31,2379.64,331,238,45,0.0135,1031.46212285918
1307,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,5,FALSE,1,787,787,16207,16,661,495,57,0.0132,1935.28723062271,93,70,41,0.0169,202.556873622593,42250,29261524.41,1875.36,309,184,40,0.0127,1000.01542287588
1308,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,6,FALSE,1,833,833,16207,16,714,542,57,0.0134,2088.06863062654,110,84,43,0.0171,230.726730019613,42250,22788103.87,1521.50,285,186,39,0.0097,915.724128433365
1309,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,7,FALSE,1,813,813,16207,16,783,605,56,0.0123,2343.53479609628,151,100,53,0.0171,321.956966230361,42250,18191197.82,1261.56,347,210,48,0.0118,1198.12242515827
130,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,4,FALSE,1,789,789,16207,16,934,624,56,0.0117,2985.25121686713,84,56,39,0.0168,215.930766083711,42250,77824289.60,5090.11,342,200,46,0.0094,1349.55643029886
1310,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,8,FALSE,1,805,805,16207,16,783,647,54,0.0125,2502.05660921816,124,92,45,0.016,305.110584978921,42250,14808852.50,1063.97,287,193,46,0.0109,987.186234875762
1311,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,9,FALSE,1,805,805,16207,16,749,579,58,0.0127,2267.38198130284,98,71,41,0.0118,252.385071595125,42250,12249800.50,909.76,301,188,43,0.0089,1095.83934159194
1312,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,10,FALSE,1,818,818,16207,16,676,502,55,0.0129,2022.49700635569,111,82,50,0.0168,250.913260937966,42250,10269438.43,786.83,384,233,48,0.0124,1195.77443507315
1313,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,11,FALSE,1,820,820,16207,16,694,553,53,0.012,2227.68141552245,82,63,33,0.0142,203.046161873857,42250,8707918.19,687.11,260,177,44,0.0118,916.524945805584
1314,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,12,FALSE,1,817,817,16207,16,658,528,47,0.0133,2092.34364915073,104,75,41,0.0173,241.455454718506,42250,7456965.60,605.03,297,214,47,0.0129,978.990179764537
1315,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,13,FALSE,1,788,788,16207,16.5,850,628,53,0.0102,2849.6085169612,126,97,34,0.02,272.877515664155,42250,6441037.21,536.62,354,269,48,0.0132,1101.30186066525
1316,signed,1,TRUE,TRUE,FALSE,TRUE,combat,bicor,14,FALSE,1,818,818,16207,16,554,414,46,0.0115,1737.54216352031,86,64,34,0.0144,200.598811849123,42250,5606097.92,478.98,320,207,43,0.0141,951.989383451319
1317,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,1,FALSE,1,783,783,16207,16,651,533,44,0.0111,2036.54914181254,73,51,29,0.0155,171.462940150785,42250,131739181.95,6960.77,316,173,33,0.0111,1149.61891964159
1318,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,2,FALSE,1,803,803,16207,16,537,467,37,0.0125,1620.93622062924,57,45,33,0.0167,146.290763379896,42250,78870431.00,4343.31,211,135,34,0.0118,815.052780380387
1319,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,3,FALSE,1,787,787,16207,16,461,378,43,0.012,1483.62668809515,57,43,31,0.0178,132.308743613249,42250,52423181.68,3015.15,238,149,38,0.0122,842.286797229708
131,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,5,FALSE,1,795,795,16207,16,998,686,63,0.0105,3314.16884252531,76,53,36,0.0161,190.641021928961,42250,62899786.62,4284.89,345,200,45,0.0114,1316.26352480587
1320,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,4,FALSE,1,791,791,16207,16,569,487,47,0.0137,1509.30428326109,72,58,37,0.0182,159.76264285587,42250,37254488.15,2234.02,256,171,39,0.0134,717.057778309119
1321,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,5,FALSE,1,815,815,16207,16,400,344,32,0.0123,1322.89516437875,57,51,36,0.0136,154.559769959763,42250,27721318.75,1728.86,235,153,37,0.0124,824.260929409883
1322,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,6,FALSE,1,809,809,16207,16,721,622,38,0.0119,2164.86673699472,72,59,36,0.0155,189.211648967728,42250,21334073.90,1380.36,199,151,35,0.0126,692.807618753585
1323,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,7,FALSE,1,800,800,16207,16,444,371,40,0.0121,1424.45357173613,58,52,30,0.02,138.289566462939,42250,16849479.92,1128.49,206,142,33,0.011,719.052979017893
1324,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,8,FALSE,1,806,806,16207,16,596,505,46,0.0168,1700.51671012963,53,44,31,0.0167,132.510270733068,42250,13586225.11,939.95,227,157,36,0.0131,723.164196899882
1325,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,9,FALSE,1,792,792,16207,16,661,586,42,0.0108,2226.97111556955,66,52,37,0.0172,152.105889040425,42250,11143553.83,794.88,279,183,44,0.0157,875.713434486274
1326,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,10,FALSE,1,807,807,16207,16,495,441,38,0.0099,1677.49691208384,103,82,36,0.0246,212.043359228509,42250,9272408.90,680.72,282,220,36,0.0146,827.045219235243
1327,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,11,FALSE,1,831,831,16207,16,459,345,41,0.0119,1557.38592816876,61,46,35,0.0206,146.177514386014,42250,7811109.55,589.21,288,174,34,0.0112,1143.6932419553
1328,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,12,FALSE,1,800,800,16207,16,588,455,47,0.0131,1757.09626319863,69,55,35,0.0198,157.569882467422,42250,6650922.31,514.70,287,165,34,0.0146,1081.30455840116
1329,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,13,FALSE,1,819,819,16207,16,462,364,39,0.0114,1698.87483272333,54,43,36,0.0197,137.182791427615,42250,5716552.53,453.21,255,169,33,0.0123,1079.76966526342
132,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,6,FALSE,1,796,796,16207,16,987,687,62,0.0107,3276.88745124263,87,50,34,0.0207,195.009288291672,42250,51914130.82,3667.80,338,195,45,0.0121,1261.45922969145
1330,signed,1,TRUE,TRUE,FALSE,TRUE,combat,spearman,14,FALSE,1,819,819,16207,16,751,622,49,0.0167,2231.24172347488,94,63,42,0.0151,220.844726774741,42250,4954559.53,401.86,312,178,47,0.012,1198.44249627105
1331,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,1,FALSE,1,778,778,16207,16,1239,843,89,0.0159,3500.67107327537,67,46,46,0.0147,172.772128033499,42250,131620517.83,6962.18,367,223,57,0.0138,1289.28377901529
1332,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,2,FALSE,1,792,792,16207,16,899,604,76,0.014,2850.33701362558,68,57,39,0.0106,196.397992125004,42250,79991466.53,4442.70,413,264,59,0.0142,1411.61613852217
1333,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,3,FALSE,1,801,801,16207,16,924,603,78,0.0163,2859.53903003332,80,61,41,0.0174,200.606788536191,42250,54278477.84,3165.19,412,247,62,0.0139,1383.65616875016
1334,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,4,FALSE,1,812,812,16207,16,1210,862,77,0.0131,3549.87336345079,106,78,52,0.0152,280.71603046291,42250,39051714.36,2379.42,353,242,61,0.0113,1337.1628311938
1335,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,5,FALSE,1,795,795,16207,16,1003,662,77,0.0135,2951.42478947294,95,69,45,0.0138,252.49862231601,42250,29033409.71,1841.17,333,214,45,0.0118,1317.41149807797
1336,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,6,FALSE,1,759,759,16207,17,1125,795,70,0.0145,3234.06996442569,90,68,50,0.015,233.128615734372,42250,22039693.14,1450.98,299,229,54,0.013,1011.14730262115
1337,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,7,FALSE,1,761,761,16207,17,993,723,67,0.0129,3110.37494883044,90,65,44,0.0168,234.595628297804,42250,16986923.26,1158.99,237,170,48,0.0129,898.956214031876
1338,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,8,FALSE,1,793,793,16207,17,1048,734,73,0.0145,3084.14888845293,79,55,42,0.015,194.640067355151,42250,13255348.51,935.99,302,196,57,0.0126,991.878948579662
1339,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,9,FALSE,1,789,789,16207,17,1098,728,69,0.0141,3340.17177382803,105,66,47,0.0176,256.846593740723,42250,10455361.58,763.14,368,210,50,0.0127,1503.26947383064
133,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,7,FALSE,1,799,799,16207,16,1044,757,64,0.0121,3460.72891023447,89,64,41,0.0184,221.185899259012,42250,43584789.10,3182.74,369,214,43,0.0124,1384.24852091779
1340,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,10,FALSE,1,813,813,16207,16,1421,950,82,0.0146,4167.52064709167,89,63,43,0.0163,218.486832396295,42250,8327378.56,627.53,416,257,56,0.0133,1463.27385966397
1341,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,11,FALSE,1,779,779,16207,16,1083,723,81,0.0157,3121.26821852762,91,66,48,0.0162,247.167770761343,42250,6692155.82,520.03,345,208,58,0.0114,1375.3562060089
1342,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,12,FALSE,1,785,785,16207,17,1036,665,71,0.0134,3141.2680180253,96,69,46,0.0133,260.322114836708,42250,5423001.13,434.01,345,210,54,0.0126,1335.7963889782
1343,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,13,FALSE,1,801,801,16207,16,1109,685,77,0.0143,3343.96730456406,87,64,40,0.0147,244.687553079933,42250,4428853.45,364.59,340,213,48,0.0115,1423.82749845504
1344,signed,1,TRUE,TRUE,FALSE,TRUE,combat,cor-dist,14,FALSE,1,784,784,16207,17,1236,792,73,0.0139,3623.48703843412,110,81,50,0.0169,286.161167239368,42250,3643391.30,308.12,319,196,52,0.0101,1305.47363783938
134,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,8,FALSE,1,796,796,16207,16,976,620,59,0.0117,3130.84472864951,92,64,40,0.018,235.835233317232,42250,37113877.07,2793.40,354,200,52,0.0123,1369.75393818337
135,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,9,FALSE,1,807,807,16207,16,879,580,58,0.0111,2957.0953536778,75,55,38,0.0119,225.994776667215,42250,31983181.40,2475.33,357,198,41,0.0125,1383.5085686751
136,signed,1,FALSE,FALSE,FALSE,FALSE,combat,bicor,10,FALSE,1,803,803,16207,16,849,548,57,0.0103,2841.65020673798,84,51,39,0.013,244.871716472171,42250,27843946.48,2211.54,378,203,46,0.0122,1437.80123194241
