id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval,total_cpdb_pval
751,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,9,FALSE,1,783,783,16207,17,693,510,43,0.0145,2025.65584464449,77,59,32,0.0145,189.521086761135,42250,12758037.67,1023.66,275,140,33,0.0127,887.107016004127
752,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,10,FALSE,1,784,784,16207,16,739,548,48,0.0136,2158.43674490048,70,54,34,0.0173,169.914453192905,42250,10751615.90,895.83,265,160,39,0.0118,821.377454855137
753,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,11,FALSE,1,810,810,16207,16,832,677,52,0.0137,2561.15028844586,101,78,36,0.0206,215.775934452791,42250,9169067.25,791.44,292,220,42,0.0157,745.53395631983
754,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,12,FALSE,1,807,807,16207,16,830,637,50,0.0133,2646.47581888747,87,73,35,0.0229,190.002214356305,42250,7899776.02,704.91,303,182,41,0.0166,906.417854478004
755,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,13,FALSE,1,791,791,16207,16,857,689,49,0.0137,2680.30162387811,74,58,35,0.0167,174.81330054854,42250,6866992.52,632.24,340,210,43,0.0155,971.402420814263
756,signed,1,TRUE,FALSE,FALSE,FALSE,limma,bicor,14,FALSE,1,794,794,16207,16,978,777,55,0.0123,3064.89097405335,102,66,39,0.0168,242.496675068507,42250,6016080.43,570.55,314,214,40,0.012,1033.7810497216
757,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,1,FALSE,1,797,797,16207,16,320,211,54,0.0135,841.611988566985,51,43,26,0.0224,116.302832206751,42250,135223668.25,7205.81,265,173,41,0.0109,922.199396873866
758,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,2,FALSE,1,779,779,16207,17,595,474,57,0.0127,1590.00270896972,51,34,30,0.0196,126.357460146623,42250,82200597.09,4610.84,338,179,45,0.0105,1088.7230533582
759,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,3,FALSE,1,796,796,16207,16,481,406,46,0.0144,1292.01046705484,44,29,30,0.0158,114.280413588447,42250,55241395.12,3273.79,244,149,41,0.012,755.824878162096
75,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,5,FALSE,1,797,797,16207,16,954,614,54,0.011,3265.69322720003,99,70,37,0.0141,264.099115042876,42250,68781756.33,4749.68,390,241,48,0.0137,1433.75552469004
760,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,4,FALSE,1,813,813,16207,16,503,425,46,0.0127,1392.19250504933,57,39,30,0.0199,134.98363351427,42250,39639176.87,2477.22,278,163,38,0.0122,842.042563205509
761,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,5,FALSE,1,808,808,16207,16,542,451,50,0.0135,1365.62391977685,72,45,38,0.0223,147.582841492366,42250,29778725.65,1955.33,314,176,49,0.0108,860.37525526032
762,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,6,FALSE,1,803,803,16207,16,510,397,45,0.0132,1249.97277433263,56,38,32,0.0234,119.300816578066,42250,23143165.98,1590.36,295,164,46,0.0115,825.081614536056
763,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,7,FALSE,1,800,800,16207,16,545,452,51,0.0149,1329.32845680174,70,45,36,0.0198,148.674951029126,42250,18463880.84,1322.88,301,168,47,0.0092,859.059095628821
764,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,8,FALSE,1,806,806,16207,16,497,386,42,0.0142,1211.47794207453,51,35,28,0.0144,117.27911472743,42250,15042460.18,1119.83,290,153,41,0.0117,802.816746683491
765,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,9,FALSE,1,803,803,16207,16,458,341,42,0.0141,1146.85125769821,58,39,34,0.0219,118.081470248848,42250,12467383.68,961.41,288,155,39,0.0118,810.414276277595
766,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,10,FALSE,1,800,800,16207,16,479,370,49,0.0129,1248.91820962721,49,38,31,0.0198,114.328698125542,42250,10482836.34,835.08,294,161,40,0.0123,863.303119116773
767,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,11,FALSE,1,801,801,16207,16,543,440,44,0.0121,1588.41075166923,56,44,26,0.0174,130.710464572147,42250,8922783.08,732.51,270,140,37,0.0141,905.635966615039
768,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,12,FALSE,1,799,799,16207,16,656,530,48,0.0142,1801.8536704864,58,49,31,0.0182,139.388522252958,42250,7675567.60,647.98,243,112,39,0.0092,893.627477401601
769,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,13,FALSE,1,800,800,16207,16,579,485,47,0.0127,1506.45419714972,59,45,32,0.0173,139.615631020882,42250,6663838.47,577.43,246,119,44,0.0098,801.254332061688
76,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,6,FALSE,1,796,796,16207,16,907,580,47,0.0098,3106.92669124456,83,62,30,0.014,225.204072681012,42250,57831183.23,4126.38,319,196,36,0.0116,1185.68337523172
770,signed,1,TRUE,FALSE,FALSE,FALSE,limma,spearman,14,FALSE,1,806,806,16207,16,470,395,47,0.0159,1154.71473896966,59,47,32,0.0206,128.660471069397,42250,5832638.23,517.89,244,112,36,0.0109,663.017633418752
771,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,790,790,16207,16,1303,856,63,0.0115,4334.13494104237,121,88,45,0.0229,294.312158467796,42250,135963832.81,7199.57,356,214,41,0.0087,1584.55822694275
772,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,796,796,16207,16,1286,891,79,0.0115,4437.00128688993,113,85,49,0.0163,296.089392801359,42250,92335514.95,4875.72,338,228,53,0.0118,1343.42121863965
773,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,798,798,16207,16,1338,947,71,0.0116,4498.34405823492,77,63,34,0.0154,224.952347040979,42250,70106241.60,3670.01,340,235,44,0.0123,1274.49485535399
774,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,778,778,16207,17,1217,792,71,0.0125,3855.83389910653,106,77,40,0.0156,280.94950208137,42250,55506571.22,2883.31,321,189,45,0.0108,1393.08077198602
775,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,794,794,16207,16,1389,910,65,0.0118,4696.2204683345,72,64,33,0.018,225.477311109346,42250,44758660.15,2310.72,324,210,50,0.01,1580.75588296756
776,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,807,807,16207,16,1382,934,75,0.0129,4266.21782442242,106,76,44,0.0161,281.831324898645,42250,36474851.55,1873.72,307,203,42,0.0092,1400.37979353425
777,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,795,795,16207,16,1217,784,70,0.0126,3706.56925553306,94,59,39,0.0193,235.636778194711,42250,29958378.65,1532.55,359,193,47,0.0104,1483.45986384848
778,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,790,790,16207,17,1504,969,68,0.0116,4794.48285935655,98,61,38,0.0177,275.058336085906,42250,24772719.45,1262.64,387,245,43,0.0119,1511.23756288919
779,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,804,804,16207,16,1218,827,72,0.0123,3813.20912110797,98,63,39,0.0179,238.198289348037,42250,20611604.36,1047.06,346,210,42,0.0097,1358.93318808422
77,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,7,FALSE,1,793,793,16207,16,1063,704,49,0.0138,3345.31914100961,94,73,39,0.0167,223.332847987343,42250,49375186.23,3625.90,359,199,42,0.0112,1430.11619318349
780,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,810,810,16207,16,1250,808,84,0.0123,3944.86772501254,123,86,36,0.0178,295.642760410413,42250,17249000.24,873.48,364,205,49,0.0122,1530.07628917676
781,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,813,813,16207,16,1275,867,86,0.0121,4140.46158654816,95,74,40,0.0182,258.008009644869,42250,14514126.20,732.72,369,237,57,0.0131,1538.3242081615
782,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,822,822,16207,16,1413,972,72,0.0116,4541.8453080511,124,93,42,0.0194,316.707098132625,42250,12276275.24,617.83,380,236,52,0.0129,1493.80859674644
783,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,781,781,16207,17,1358,939,64,0.0122,4216.83743335466,111,83,39,0.0181,284.155437390728,42250,10434528.15,523.47,276,174,44,0.0094,1275.47153486952
784,signed,1,TRUE,FALSE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,773,773,16207,17,1372,916,72,0.0143,4033.68950560025,87,65,37,0.019,211.369029061045,42250,8910405.38,445.53,287,178,42,0.0108,1205.20874134085
785,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,1,FALSE,1,784,784,16207,16,1007,764,57,0.0104,3583.10155390543,80,58,31,0.0132,245.998779760277,42250,134876578.02,7158.18,334,219,36,0.0076,1344.56492499226
786,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,2,FALSE,1,786,786,16207,16,1103,798,62,0.0116,3672.64049831658,82,57,33,0.0139,239.983759130086,42250,84144670.09,4737.01,348,238,42,0.0104,1340.46288876433
787,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,3,FALSE,1,781,781,16207,16,1130,807,63,0.011,3913.36167278883,67,47,33,0.0133,215.214642868031,42250,58481727.85,3494.97,338,199,42,0.0115,1470.87989680844
788,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,4,FALSE,1,789,789,16207,17,950,715,58,0.0107,3425.04064083388,88,56,36,0.0141,256.831488366014,42250,43448373.42,2742.60,409,234,45,0.0112,1489.78793298762
789,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,5,FALSE,1,800,800,16207,16,956,715,60,0.0116,3051.16850407045,106,70,41,0.0146,285.259426384331,42250,33756279.82,2238.87,470,276,43,0.0127,1481.30026597393
78,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,8,FALSE,1,790,790,16207,16,987,644,57,0.0107,3359.55760136731,83,65,37,0.0181,207.729265876328,42250,42686927.69,3216.25,296,185,41,0.0099,1283.1286240536
790,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,6,FALSE,1,816,816,16207,16,978,666,67,0.0122,2799.54150631592,82,50,38,0.0168,215.530353532724,42250,27078863.36,1878.64,431,240,48,0.0119,1325.29060433094
791,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,7,FALSE,1,802,802,16207,16,892,601,62,0.0128,2586.69198015247,109,65,44,0.0176,268.209385152189,42250,22251042.41,1608.77,440,255,49,0.013,1451.86771995699
792,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,8,FALSE,1,791,791,16207,16,1024,725,65,0.0121,3137.32167155373,110,68,37,0.0179,283.138966565543,42250,18630767.48,1399.48,409,251,50,0.0138,1343.29954437723
793,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,9,FALSE,1,823,823,16207,16,967,625,63,0.0132,2848.63503086211,99,59,38,0.0148,244.974052519073,42250,15837405.85,1232.76,412,244,56,0.0123,1325.56151789532
794,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,10,FALSE,1,795,795,16207,16,821,584,59,0.012,2731.75481354462,112,69,42,0.0166,277.284713981568,42250,13632035.92,1097.08,344,199,46,0.0091,1343.08001970962
795,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,11,FALSE,1,806,806,16207,15.5,865,578,57,0.0112,2977.89461404789,93,62,37,0.0202,245.400814688674,42250,11857684.22,984.71,348,214,42,0.0095,1476.54886268319
796,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,12,FALSE,1,781,781,16207,16,931,606,58,0.0106,3322.81488608044,98,65,41,0.0172,259.433702959204,42250,10407312.16,890.28,391,216,48,0.0104,1483.88365846339
797,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,13,FALSE,1,799,799,16207,16,823,532,71,0.0114,2607.06405487412,89,63,44,0.0141,232.640515663915,42250,9205647.44,809.94,450,266,55,0.0116,1581.12983251289
798,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor,14,FALSE,1,815,815,16207,16,1016,645,66,0.0122,3069.17410580467,91,64,39,0.0159,241.992196933048,42250,8198365.38,740.85,395,240,53,0.0109,1363.91112529067
799,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,1,FALSE,1,803,803,16207,16,789,582,57,0.0133,2349.86043284661,117,76,37,0.0155,274.255416581534,42250,135401121.32,7222.78,381,243,48,0.0143,1026.22878563606
79,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,9,FALSE,1,794,794,16207,16,925,642,56,0.0129,2998.58856409843,92,72,39,0.0157,223.209426767478,42250,37292522.14,2875.64,280,163,42,0.0097,1214.88370478204
7,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,7,FALSE,1,813,813,16204,16,996,707,66,0.0112,3329.30404203956,97,71,38,0.013,266.044009918839,42250,55537260.43,4154.24,418,264,51,0.0139,1574.62921301089
800,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,2,FALSE,1,792,792,16207,16,716,510,52,0.0112,2129.37044327218,94,71,34,0.0135,214.577513532186,42250,81713916.24,4614.03,375,245,50,0.0137,994.13380138411
801,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,3,FALSE,1,806,806,16207,16,675,465,50,0.0114,2049.68573921979,104,79,34,0.0132,269.076299726534,42250,54341177.57,3262.39,348,215,48,0.0116,1007.28825438182
802,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,4,FALSE,1,787,787,16207,16,804,551,57,0.0113,2537.68001835876,101,71,39,0.0136,256.755697513903,42250,38560267.20,2456.86,378,229,52,0.0114,1235.98395782403
803,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,5,FALSE,1,785,785,16207,16,777,530,55,0.013,2371.11544767614,110,83,38,0.02,253.746230455709,42250,28656719.30,1930.88,345,228,53,0.0136,1136.89080477691
804,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,6,FALSE,1,803,803,16207,16,952,682,58,0.0129,2782.02108542806,89,70,38,0.0137,246.271880644759,42250,22046286.86,1564.93,408,245,51,0.014,1233.85215462011
805,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,7,FALSE,1,782,782,16207,16,854,608,54,0.0127,2614.30595479266,87,66,36,0.0179,208.075784130942,42250,17422957.97,1298.20,308,209,45,0.0129,1076.68712145892
806,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,8,FALSE,1,782,782,16207,16,806,568,51,0.0123,2406.86143834111,95,75,42,0.0165,235.526293000624,42250,14068941.04,1096.78,359,212,51,0.0137,1158.15348981389
807,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,9,FALSE,1,791,791,16207,16,753,548,54,0.0109,2637.7944800847,103,78,40,0.0143,259.755696554846,42250,11563088.06,940.38,388,242,47,0.0128,1145.41284645982
808,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,10,FALSE,1,803,803,16207,16,808,568,63,0.0113,2707.82078042236,136,99,38,0.0202,298.754805453207,42250,9645049.45,816.17,457,285,62,0.0131,1372.73718698355
809,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,11,FALSE,1,814,814,16207,16,848,612,58,0.0118,2783.93120082853,109,76,39,0.0172,253.178725773601,42250,8146866.77,715.67,428,257,53,0.0124,1313.98212286717
80,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,10,FALSE,1,797,797,16207,16,963,622,48,0.0109,3289.00822070689,72,57,34,0.0144,195.090436862457,42250,32870423.33,2588.73,308,181,39,0.009,1308.41773145927
810,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,12,FALSE,1,816,816,16207,16,801,537,58,0.0125,2572.28076614033,101,76,42,0.0153,253.871729912164,42250,6956274.47,633.07,402,246,49,0.0117,1245.10601611721
811,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,13,FALSE,1,808,808,16207,16,777,556,57,0.0123,2558.27835909626,100,69,42,0.0155,263.233578523957,42250,5995952.03,564.27,403,262,51,0.011,1276.14668555384
812,signed,1,TRUE,FALSE,FALSE,FALSE,combat,bicor,14,FALSE,1,797,797,16207,16,856,626,54,0.0122,2820.83987697557,86,61,38,0.0103,222.952883368527,42250,5211264.51,506.31,361,231,49,0.0095,1176.49472999383
813,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,1,FALSE,1,814,814,16207,16,730,555,60,0.0175,1691.51181627738,125,87,39,0.0192,254.98635710365,42250,134533635.53,7207.48,408,215,44,0.0104,1193.38434195219
814,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,2,FALSE,1,781,781,16207,17,609,476,49,0.015,1531.8084340906,91,57,35,0.0154,205.013222802239,42250,80773872.06,4549.11,358,203,38,0.0104,1189.79723461643
815,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,3,FALSE,1,801,801,16207,16,595,463,46,0.0159,1482.30946100318,70,46,25,0.0146,163.459161058095,42250,53467833.22,3170.07,306,171,32,0.0093,1117.19538935694
816,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,4,FALSE,1,810,810,16207,16,638,526,53,0.0166,1521.03986755732,84,49,30,0.0147,189.734031553234,42250,37781070.99,2353.89,332,187,35,0.0099,1028.07902106075
817,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,5,FALSE,1,816,816,16207,16,735,569,56,0.0148,1847.18423103368,78,49,30,0.0168,180.611855579107,42250,27970532.59,1826.18,342,199,40,0.011,1213.21848537793
818,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,6,FALSE,1,826,826,16207,16,681,517,54,0.0162,1654.90585806468,99,63,41,0.0189,219.081217722691,42250,21445023.85,1462.94,363,201,47,0.0113,1198.6221039746
819,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,7,FALSE,1,793,793,16207,16,579,420,49,0.017,1471.86116118431,85,58,37,0.0167,188.309147653659,42250,16897492.28,1201.09,332,186,42,0.0121,1090.64780064745
81,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,11,FALSE,1,787,787,16207,16,965,659,54,0.0099,3310.9845405769,70,56,32,0.0192,177.585833324874,42250,29195191.57,2344.35,290,179,37,0.0095,1219.20699035778
820,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,8,FALSE,1,795,795,16207,16,597,462,52,0.0137,1672.61063948643,98,68,38,0.0178,208.988107301496,42250,13610597.00,1005.49,302,188,41,0.0098,1013.22125747913
821,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,9,FALSE,1,796,796,16207,16,624,486,58,0.0131,1687.83713460456,91,62,32,0.0157,207.783765941288,42250,11163953.67,855.22,261,148,37,0.0096,970.390635444203
822,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,10,FALSE,1,787,787,16207,16,498,386,51,0.0141,1488.94578772942,88,69,31,0.017,192.784574056272,42250,9298002.79,737.09,298,193,38,0.0112,1058.97252739758
823,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,11,FALSE,1,794,794,16207,16,663,488,49,0.0121,1924.39050299043,88,65,32,0.0162,203.401955385805,42250,7845540.73,642.45,315,179,38,0.0117,1136.96430207002
824,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,12,FALSE,1,805,805,16207,16,616,491,55,0.0117,1908.52894567063,88,58,34,0.0168,194.525635053098,42250,6695008.45,565.39,283,165,36,0.0089,1064.41907783795
825,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,13,FALSE,1,816,816,16207,16,607,474,52,0.0143,1799.31605236815,118,74,33,0.0219,228.715362464447,42250,5769739.08,501.76,229,148,34,0.0097,906.433847190752
826,signed,1,TRUE,FALSE,FALSE,FALSE,combat,spearman,14,FALSE,1,789,789,16207,16,593,427,50,0.0117,1780.65874464974,126,87,34,0.0215,250.88266219956,42250,5015695.52,448.58,295,150,35,0.0085,1110.07068372018
827,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,1,FALSE,1,769,769,16207,17,1054,691,73,0.014,3109.04705384602,106,70,45,0.0186,274.361158211029,42250,134440853.15,7143.95,385,231,50,0.0111,1531.9241878319
828,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,2,FALSE,1,783,783,16207,16,1018,613,71,0.0115,3251.54331933456,120,82,47,0.0177,298.938866576056,42250,87781315.25,4670.40,443,240,53,0.0093,1827.89982924621
829,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,3,FALSE,1,793,793,16207,16,1285,763,68,0.0127,3916.59386151922,76,58,31,0.0185,231.656039736404,42250,64165882.41,3388.31,402,205,47,0.0114,1703.32645693899
82,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,12,FALSE,1,764,764,16207,16,991,679,61,0.0105,3344.13639560869,86,65,36,0.0198,205.854927379944,42250,26104393.63,2134.20,293,177,44,0.0102,1216.74789907656
830,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,4,FALSE,1,779,779,16207,16,1255,775,72,0.0144,3601.64432098232,91,62,36,0.0172,252.489675187846,42250,49189977.21,2576.60,365,225,46,0.0121,1445.04530686537
831,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,786,786,16207,16,1176,724,62,0.0109,3864.76134450021,95,70,42,0.0156,251.54758313401,42250,38558997.22,2006.07,348,236,44,0.0124,1440.51653137413
832,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,784,784,16207,16,1464,904,71,0.0112,4716.59620531612,82,53,35,0.0129,245.535092262901,42250,30621295.69,1584.38,355,194,39,0.0087,1588.80020184998
833,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,793,793,16207,16,1361,829,67,0.0106,4517.32389249045,81,53,39,0.0108,236.585461304373,42250,24549310.26,1264.54,382,209,46,0.0099,1704.06369625878
834,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,796,796,16207,16,1228,822,68,0.013,3787.45331236923,104,77,42,0.0141,289.834166129151,42250,19839342.61,1018.09,438,263,58,0.0114,1667.50097111826
835,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,818,818,16207,16,1259,826,79,0.0141,3686.97238513237,119,69,52,0.0115,329.821778449288,42250,16149613.13,826.03,444,281,58,0.0127,1608.54652760878
836,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,10,FALSE,1,798,798,16207,16,1158,754,77,0.014,3463.16484994105,106,69,47,0.0147,283.59739362171,42250,13235436.52,674.95,459,285,60,0.0106,1691.99449786293
837,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,11,FALSE,1,822,822,16207,15,1339,839,71,0.015,3603.00089379525,106,63,43,0.0153,273.65236537815,42250,10916854.04,555.12,372,232,45,0.0115,1364.274831323
838,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,12,FALSE,1,801,801,16207,16,1428,869,76,0.0132,4426.4174644339,126,81,52,0.0125,346.567958639041,42250,9059462.63,459.36,496,320,57,0.0112,1896.39938771679
839,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,13,FALSE,1,796,796,16207,16,1159,692,83,0.0129,3665.23964462493,95,57,46,0.0122,288.985835274852,42250,7561828.62,382.30,460,283,57,0.0126,1721.72950901411
83,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,13,FALSE,1,792,792,16207,16,991,663,54,0.01,3402.54623774654,81,62,36,0.0157,208.720777733652,42250,23478256.19,1951.96,330,208,43,0.0109,1298.0852773684
840,signed,1,TRUE,FALSE,FALSE,FALSE,combat,cor-dist,14,FALSE,1,782,782,16207,16,1248,796,60,0.0123,4064.21398005881,105,70,42,0.0127,296.266733036164,42250,6346760.94,319.88,437,285,51,0.0112,1796.09075773035
841,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,1,FALSE,1,794,794,16207,16,779,516,49,0.011,2482.48186127332,82,56,39,0.015,232.133936390936,42250,132049927.34,7009.93,310,172,38,0.0088,1349.23703624342
842,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,2,FALSE,1,779,779,16207,16,800,540,49,0.0094,2614.16955818855,65,47,32,0.0159,160.925504146722,42250,82163570.19,4622.08,293,154,37,0.0117,1085.24621298375
843,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,3,FALSE,1,825,825,16207,16,795,533,51,0.0106,2599.86081946714,88,68,40,0.0162,215.666648811505,42250,57491686.25,3415.39,273,183,41,0.0084,1189.54203128536
844,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,4,FALSE,1,793,793,16207,16,830,583,56,0.011,2597.22291635247,70,47,35,0.0153,185.583351442894,42250,43141092.43,2685.20,298,194,44,0.0105,1146.05101924683
845,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,5,FALSE,1,790,790,16207,16,774,554,55,0.0121,2401.0726132159,98,73,39,0.0162,237.519196869651,42250,33868766.71,2193.89,294,181,36,0.0084,1169.37606963202
846,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,6,FALSE,1,804,804,16207,16,713,494,52,0.0113,2119.32604835266,73,53,35,0.0119,210.373496744186,42250,27437917.46,1840.25,346,209,44,0.0098,1386.35168783618
847,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,7,FALSE,1,805,805,16207,16,754,535,57,0.0113,2257.51281983073,83,63,38,0.0165,219.600973222977,42250,22749555.89,1573.68,331,189,42,0.0082,1315.59399850492
848,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,8,FALSE,1,793,793,16207,16,781,535,51,0.0111,2343.94329562548,117,81,41,0.0202,265.206447229639,42250,19203530.22,1365.91,328,196,48,0.0099,1201.88786755335
849,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,9,FALSE,1,810,810,16207,16,945,620,63,0.0132,2710.45768317908,132,91,50,0.0176,317.453275443761,42250,16444778.12,1199.80,388,209,51,0.0107,1482.62242022402
84,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,14,FALSE,1,794,794,16207,16,880,643,50,0.0101,3185.83405558481,77,61,32,0.0164,172.526593961472,42250,21226692.29,1792.76,255,184,43,0.0119,840.978764955104
850,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,10,FALSE,1,804,804,16207,15,857,612,64,0.0132,2465.97183162015,124,87,47,0.0164,278.769512120438,42250,14249907.31,1064.29,343,208,48,0.0097,1340.76786062864
851,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,11,FALSE,1,809,809,16207,16,786,523,51,0.0106,2448.95131936466,110,82,43,0.019,245.821728002072,42250,12471439.17,951.92,297,206,39,0.0103,1236.3364753567
